season,week,method,fbi1,fbi2,fbi3,sample_count,composite_fbi
29,9,percent,0.55,,1.4285714285714286,7,
29,10,percent,0.16666666666666666,,0.3333333333333333,6,
30,2,percent,0.3611111111111111,7.437684990131297,0.9333333333333333,15,2.9107098115252468
30,3,percent,0.2857142857142857,3.393249198625494,1.5,14,1.726321161446593
30,4,percent,0.30952380952380953,42.19985518470051,1.3076923076923077,13,14.605690433972208
30,5,percent,0.125,4.253418232532975,1.1818181818181819,11,1.853412138117052
30,6,percent,0.23809523809523808,1.1373411472072001,0.8,10,0.7251454617674794
30,7,percent,0.3333333333333333,,0.4444444444444444,9,
30,8,percent,0.0,,0.375,8,
30,9,percent,0.375,,0.8333333333333334,6,
31,1,percent,0.041666666666666664,0.15349501068862972,0.5625,16,0.25255389245176546
31,2,percent,0.2222222222222222,0.3864115156797936,0.6,15,0.40287791263400524
31,3,percent,0.2111111111111111,0.3139984545383362,0.5714285714285714,14,0.3655127123593396
31,4,percent,0.2857142857142857,3.44858436351327,1.3076923076923077,13,1.680663652306621
31,5,percent,0.25,25.221297951322466,1.1666666666666667,12,8.87932153932971
31,6,percent,0.25,-0.15113467623876567,0.7,10,0.26628844125374473
31,7,percent,0.16666666666666666,,0.6666666666666666,9,
31,8,percent,0.125,,0.25,8,
31,9,percent,0.16666666666666666,,0.3333333333333333,6,
32,1,percent,0.2857142857142857,2.1048091491046654,0.7142857142857143,14,1.0349363830348883
32,2,percent,0.2976190476190476,1.8570484763294308,0.6153846153846154,13,0.9233507131110312
32,3,percent,0.34285714285714286,2.612007408290566,0.75,12,1.2349548503825696
32,4,percent,0.4583333333333333,1.1961581340911351,0.8181818181818182,11,0.8242244285354289
32,5,percent,0.25,0.45883041848674755,0.7,10,0.4696101394955825
32,6,percent,0.325,,1.1111111111111112,9,
32,7,percent,0.25,,0.5,8,
32,8,percent,0.16666666666666666,,0.5714285714285714,7,
32,9,percent,0.0,,0.0,6,
33,2,percent,0.25,4.122947963203382,0.9230769230769231,13,1.7653416287601016
33,3,percent,0.5892857142857143,644.1156262979686,1.0909090909090908,11,215.26527370105447
33,4,percent,0.4,,1.2222222222222223,9,
33,5,percent,0.3333333333333333,,0.625,8,
33,6,percent,0.16666666666666666,,0.42857142857142855,7,
33,7,percent,0.5,,1.0,6,
34,2,percent,0.16666666666666666,-6.9436898605138415,1.2142857142857142,14,-1.8542458265204869
34,3,percent,0.3333333333333333,2.7853278636348473,0.75,12,1.2895537323227269
34,4,percent,0.3214285714285714,-75.60702094387041,1.1818181818181819,11,-24.701258063541218
34,6,percent,0.30000000000000004,9.796352139296305,0.9,10,3.665450713098768
34,7,percent,0.225,,1.0,9,
34,8,percent,0.16666666666666666,,0.625,8,
34,9,percent,0.25,,0.7142857142857143,7,
34,10,percent,0.25,,0.6666666666666666,6,
