season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,weekly_mean_judge,weekly_std_judge,judge_pct,judge_share,judge_zscore,rank_pct,popularity_deviation,judge_rank_interaction,judge_popularity_interaction,rank_popularity_interaction,cumulative_weeks,relative_cumulative_weeks,week_total_judge_change,week_total_judge_trend,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,weekly_judge_share_rank,weekly_judge_share_rank_pct,composite_attractiveness
8,7,Chuck Wicks,Julianne Hough,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,27.0,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,4.0,25.0,0.0,3,0.4285714285714285,3,0.4285714285714285,0.7274238768035366
8,8,Chuck Wicks,Julianne Hough,5,4.2,0.4,Singer/Rapper,Delaware,United States,29,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,,,,,,,,,,,,,,25.5,11,6,156.0,26.0,1.7606816861659011,0.9107142857142856,0.1634615384615384,-0.2839809171235323,0.3333333333333333,-0.5773809523809523,0.3035714285714286,-0.525829081632653,-0.1924603174603174,8,0.7272727272727273,-1.5,26.25,0.0,5,0.8333333333333334,5,0.8333333333333334,0.13113102870312687
8,1,David Alan Grier,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Michigan,United States,52,45-54,Eliminated Week 5,9,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11,13,243.0,18.692307692307693,3.425021055522029,0.7916666666666666,0.0781893004115226,0.0898366178497578,0.6153846153846154,-0.1762820512820512,0.4871794871794871,-0.1395566239316238,-0.1084812623274161,1,0.0909090909090909,0.0,19.0,0.0,6,0.4615384615384615,6,0.4615384615384615,0.7555468713275806
8,2,David Alan Grier,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Michigan,United States,52,45-54,Eliminated Week 5,9,,,,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11,13,265.0,20.384615384615383,3.775766181374352,0.6296296296296297,0.0641509433962264,-0.8964049207579392,0.2307692307692307,-0.3988603988603989,0.1452991452991452,-0.2511343252083993,-0.0920447074293228,2,0.1818181818181818,-2.0,18.0,0.0,11,0.8461538461538461,11,0.8461538461538461,0.48174118055733095
8,3,David Alan Grier,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Michigan,United States,52,45-54,Eliminated Week 5,9,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,12,254.0,21.166666666666668,5.556868531717111,0.8888888888888888,0.0944881889763779,0.5098794972674677,0.6666666666666667,-0.2222222222222221,0.5925925925925927,-0.1975308641975307,-0.148148148148148,3,0.2727272727272727,7.0,20.5,0.0,5,0.4166666666666667,5,0.4166666666666667,0.736292805331203
8,4,David Alan Grier,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Michigan,United States,52,45-54,Eliminated Week 5,9,,,,,,,,,,,,,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,11,242.0,22.0,5.916079783099615,0.7333333333333333,0.0909090909090909,0.0,0.5454545454545454,-0.1878787878787878,0.3999999999999999,-0.1377777777777777,-0.1024793388429751,4,0.3636363636363636,-2.0,23.0,0.0,6,0.5454545454545454,6,0.5454545454545454,0.6952088796560054
8,5,David Alan Grier,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Michigan,United States,52,45-54,Eliminated Week 5,9,,,,,,,,,,,,,,,,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,11,9,210.0,23.33333333333333,3.4641016151377544,0.7586206896551724,0.1047619047619047,-0.3849001794597502,0.4444444444444444,-0.3141762452107279,0.3371647509578543,-0.238340599815035,-0.1396338867603235,5,0.4545454545454545,0.0,22.0,0.0,6,0.6666666666666666,6,0.6666666666666666,0.18873331841087282
8,1,Denise Richards,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Actor/Actress,Illinois,United States,38,35-44,Eliminated Week 3,12,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,13,243.0,18.692307692307693,3.425021055522029,0.75,0.074074074074074,-0.202132390161956,0.5384615384615384,-0.2115384615384615,0.4038461538461538,-0.1586538461538461,-0.113905325443787,1,0.0909090909090909,0.0,18.0,0.0,7,0.5384615384615384,7,0.5384615384615384,0.7508751068881693
8,2,Denise Richards,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Actor/Actress,Illinois,United States,38,35-44,Eliminated Week 3,12,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,13,265.0,20.384615384615383,3.775766181374352,0.7777777777777778,0.0792452830188679,0.1629827128650803,0.6923076923076923,-0.0854700854700855,0.5384615384615384,-0.0664767331433998,-0.0591715976331361,2,0.1818181818181818,3.0,19.5,0.0,5,0.3846153846153846,5,0.3846153846153846,0.7940961134787787
8,3,Denise Richards,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Actor/Actress,Illinois,United States,38,35-44,Eliminated Week 3,12,,,,,,,,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11,12,254.0,21.166666666666668,5.556868531717111,0.5925925925925926,0.0629921259842519,-0.92978025972303,0.25,-0.3425925925925925,0.1481481481481481,-0.2030178326474622,-0.0856481481481481,3,0.2727272727272727,-5.0,18.5,0.0,10,0.8333333333333334,10,0.8333333333333334,0.17072441323169096
8,1,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,13,243.0,18.692307692307693,3.425021055522029,1.0,0.0987654320987654,1.5496816579083272,1.0,0.0,1.0,0.0,0.0,1,0.0909090909090909,0.0,24.0,0.0,1,0.0769230769230769,1,0.0769230769230769,0.9276462666453961
8,2,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11,13,265.0,20.384615384615383,3.775766181374352,1.0,0.1018867924528302,1.7520641632996097,1.0,0.0,1.0,0.0,0.0,2,0.1818181818181818,3.0,25.5,0.0,1,0.0769230769230769,1,0.0769230769230769,0.9209785472290367
8,3,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11,12,254.0,21.166666666666668,5.556868531717111,1.0,0.1062992125984252,1.0497519061389045,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,0.0,27.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.8975744298606989
8,4,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,11,11,242.0,22.0,5.916079783099615,1.0,0.1239669421487603,1.3522468075656269,1.0,0.0,1.0,0.0,0.0,4,0.3636363636363636,3.0,28.5,0.0,1,0.0909090909090909,1,0.0909090909090909,0.8854869116016723
8,5,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,9,210.0,23.33333333333333,3.4641016151377544,1.0,0.1380952380952381,1.63582576270394,1.0,0.0,1.0,0.0,0.0,5,0.4545454545454545,-1.0,29.5,0.0,1,0.1111111111111111,1,0.1111111111111111,0.8696797373796189
8,6,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,26.0,11,8,186.0,23.25,4.367084676466507,0.9285714285714286,0.1397849462365591,0.6297107117751328,0.75,-0.1785714285714286,0.6964285714285714,-0.1658163265306123,-0.1339285714285714,6,0.5454545454545454,-3.0,27.5,0.0,3,0.375,3,0.375,0.756844842720952
8,7,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,27.0,11,7,182.0,26.0,2.70801280154532,0.9310344827586208,0.1483516483516483,0.3692744729379982,0.7142857142857143,-0.2167487684729063,0.6650246305418719,-0.2018005775437404,-0.1548205489092188,7,0.6363636363636364,1.0,26.5,0.0,3,0.4285714285714285,3,0.4285714285714285,0.7355117560919724
8,8,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,,,,,,,,,,,,,,27.5,11,6,156.0,26.0,1.7606816861659011,0.9821428571428572,0.1762820512820513,0.851942751370597,0.8333333333333334,-0.1488095238095237,0.8184523809523809,-0.1461522108843536,-0.1240079365079364,8,0.7272727272727273,0.5,27.25,0.0,2,0.3333333333333333,2,0.3333333333333333,0.7556189595038296
8,9,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.0,9.5,,,,,,,,,,28.0,11,5,133.5,26.7,2.280350850198276,0.9824561403508772,0.2097378277153558,0.5700877125495692,0.8,-0.1824561403508771,0.7859649122807018,-0.1792551554324406,-0.1459649122807017,9,0.8181818181818182,0.5,27.75,0.0,2,0.4,2,0.4,0.7250870301310857
8,10,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,30.0,11,4,109.5,27.375,2.4958298553119898,1.0,0.273972602739726,1.05175438718833,1.0,0.0,1.0,0.0,0.0,10,0.9090909090909092,2.0,29.0,0.0,1,0.25,1,0.25,0.7678167214308331
8,11,Gilles Marini,Cheryl Burke,25,5.8,0.32,Actor/Actress,Unknown,France,33,25-34,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.0,9.5,,29.0,11,3,87.5,29.166666666666668,0.7637626158259737,0.9666666666666668,0.3314285714285714,-0.2182178902359938,0.6666666666666667,-0.2999999999999999,0.6444444444444445,-0.2899999999999999,-0.1999999999999999,11,1.0,-1.0,29.5,0.0,2,0.6666666666666666,2,0.6666666666666666,0.6302192892914988
8,1,Holly Madison,Dmitry Chaplin,3,7.0,0.3333333333333333,TV Personality,Oregon,United States,30,25-34,Eliminated Week 4,11,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,13,243.0,18.692307692307693,3.425021055522029,0.75,0.074074074074074,-0.202132390161956,0.5384615384615384,-0.2115384615384615,0.4038461538461538,-0.1586538461538461,-0.113905325443787,1,0.0909090909090909,0.0,18.0,0.0,7,0.5384615384615384,7,0.5384615384615384,0.7441971886332688
8,2,Holly Madison,Dmitry Chaplin,3,7.0,0.3333333333333333,TV Personality,Oregon,United States,30,25-34,Eliminated Week 4,11,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11,13,265.0,20.384615384615383,3.775766181374352,0.6666666666666666,0.0679245283018867,-0.6315580123521843,0.3846153846153846,-0.282051282051282,0.2564102564102564,-0.188034188034188,-0.1084812623274161,2,0.1818181818181818,0.0,18.0,0.0,9,0.6923076923076923,9,0.6923076923076923,0.6970408698001022
8,3,Holly Madison,Dmitry Chaplin,3,7.0,0.3333333333333333,TV Personality,Oregon,United States,30,25-34,Eliminated Week 4,11,,,,,,,,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11,12,254.0,21.166666666666668,5.556868531717111,0.6296296296296297,0.0669291338582677,-0.7498227900992178,0.3333333333333333,-0.2962962962962963,0.2098765432098766,-0.186556927297668,-0.0987654320987654,3,0.2727272727272727,-1.0,17.5,0.0,9,0.75,9,0.75,0.5332429322436208
8,4,Holly Madison,Dmitry Chaplin,3,7.0,0.3333333333333333,TV Personality,Oregon,United States,30,25-34,Eliminated Week 4,11,,,,,,,,,,,,,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11,11,242.0,22.0,5.916079783099615,0.5333333333333333,0.0661157024793388,-1.01418510567422,0.2727272727272727,-0.2606060606060606,0.1454545454545454,-0.138989898989899,-0.0710743801652892,4,0.3636363636363636,-1.0,16.5,0.0,9,0.8181818181818182,9,0.8181818181818182,0.16269840770425203
8,1,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11,13,243.0,18.692307692307693,3.425021055522029,0.6666666666666666,0.0658436213991769,-0.7860704061853838,0.2307692307692307,-0.4358974358974359,0.1538461538461538,-0.2905982905982905,-0.1005917159763313,1,0.0909090909090909,0.0,16.0,0.0,11,0.8461538461538461,11,0.8461538461538461,0.6243112515193971
8,2,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11,13,265.0,20.384615384615383,3.775766181374352,0.7407407407407407,0.0754716981132075,-0.1018641955406745,0.6153846153846154,-0.1253561253561252,0.4558404558404558,-0.0928563891526853,-0.0771422309883848,2,0.1818181818181818,4.0,18.0,0.0,6,0.4615384615384615,6,0.4615384615384615,0.7506840050714996
8,3,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,7.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11,12,254.0,21.166666666666668,5.556868531717111,0.7407407407407407,0.0787401574803149,-0.2099503812277811,0.4166666666666666,-0.324074074074074,0.3086419753086419,-0.2400548696844993,-0.1350308641975308,3,0.2727272727272727,0.0,20.0,0.0,8,0.6666666666666666,8,0.6666666666666666,0.5821270749150121
8,4,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11,11,242.0,22.0,5.916079783099615,0.6333333333333333,0.0785123966942148,-0.50709255283711,0.3636363636363636,-0.2696969696969696,0.2303030303030303,-0.1708080808080807,-0.0980716253443526,4,0.3636363636363636,-1.0,19.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.5105426816846338
8,5,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,11,9,210.0,23.33333333333333,3.4641016151377544,0.6896551724137931,0.0952380952380952,-0.962250448649376,0.2222222222222222,-0.4674329501915709,0.1532567049808429,-0.3223675518562558,-0.1038739889314602,5,0.4545454545454545,1.0,19.5,0.0,8,0.8888888888888888,8,0.8888888888888888,0.2683304135970015
8,6,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,22.0,11,8,186.0,23.25,4.367084676466507,0.7857142857142857,0.1182795698924731,-0.2862321417159695,0.375,-0.4107142857142857,0.2946428571428571,-0.322704081632653,-0.1540178571428571,6,0.5454545454545454,2.0,21.0,0.0,6,0.75,6,0.75,0.3899789626968898
8,7,Lawrence Taylor,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Virginia,United States,50,45-54,Eliminated Week 7,7,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,21.0,11,7,182.0,26.0,2.70801280154532,0.7241379310344828,0.1153846153846153,-1.846372364689991,0.1428571428571429,-0.5812807881773399,0.103448275862069,-0.4209274673008323,-0.0830401125967628,7,0.6363636363636364,-1.0,21.5,0.0,7,1.0,7,1.0,0.05385957346896353
8,1,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,11,13,243.0,18.692307692307693,3.425021055522029,0.875,0.0864197530864197,0.6737746338731856,0.7692307692307692,-0.1057692307692308,0.673076923076923,-0.0925480769230769,-0.0813609467455621,1,0.0909090909090909,0.0,21.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8718324833805076
8,2,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,11,13,265.0,20.384615384615383,3.775766181374352,0.8518518518518519,0.0867924528301886,0.6926765296765901,0.7692307692307692,-0.0826210826210827,0.6552706552706552,-0.0703809222327741,-0.0635546789392943,2,0.1818181818181818,2.0,22.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8659681067906767
8,3,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,12,254.0,21.166666666666668,5.556868531717111,0.925925925925926,0.0984251968503937,0.6898369668912799,0.75,-0.1759259259259259,0.6944444444444444,-0.1628943758573388,-0.1319444444444444,3,0.2727272727272727,2.0,24.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.8324163075453217
8,4,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11,11,242.0,22.0,5.916079783099615,0.9,0.1115702479338843,0.8451542547285167,0.8181818181818181,-0.0818181818181819,0.7363636363636363,-0.0736363636363637,-0.0669421487603306,4,0.3636363636363636,2.0,26.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.8462818128833884
8,5,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11,9,210.0,23.33333333333333,3.4641016151377544,0.896551724137931,0.1238095238095238,0.7698003589195014,0.8888888888888888,-0.0076628352490422,0.7969348659003831,-0.0068701281543137,-0.0068114091102597,5,0.4545454545454545,-1.0,26.5,0.0,2,0.2222222222222222,2,0.2222222222222222,0.8498776894285638
8,6,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,10.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,28.0,11,8,186.0,23.25,4.367084676466507,1.0,0.1505376344086021,1.087682138520684,1.0,0.0,1.0,0.0,0.0,6,0.5454545454545454,2.0,27.0,0.0,1,0.125,1,0.125,0.8641800434135657
8,7,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,26.0,11,7,182.0,26.0,2.70801280154532,0.896551724137931,0.1428571428571428,0.0,0.4285714285714286,-0.4679802955665024,0.3842364532019705,-0.4195685408527263,-0.2005629838142153,7,0.6363636363636364,-2.0,27.0,0.0,5,0.7142857142857143,5,0.7142857142857143,0.563486753156871
8,8,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,10.0,,,,,,,,,,,,,,28.0,11,6,156.0,26.0,1.7606816861659011,1.0,0.1794871794871795,1.1359236684941294,1.0,0.0,1.0,0.0,0.0,8,0.7272727272727273,2.0,27.0,0.0,1,0.1666666666666666,1,0.1666666666666666,0.7702859540363984
8,9,Lil' Kim,Derek Hough,17,2.9411764705882355,0.5294117647058824,Singer/Rapper,New York,United States,34,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,9.0,8.5,,,,,,,,,,26.0,11,5,133.5,26.7,2.280350850198276,0.912280701754386,0.1947565543071161,-0.3069703067574599,0.4,-0.5122807017543859,0.3649122807017544,-0.4673437980917204,-0.2049122807017543,9,0.8181818181818182,-2.0,27.0,0.0,4,0.8,4,0.8,0.15395418516712134
8,1,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,8.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,11,13,243.0,18.692307692307693,3.425021055522029,0.9583333333333334,0.0946502057613168,1.2577126498966134,0.9230769230769232,-0.0352564102564102,0.8846153846153847,-0.0337873931623931,-0.0325443786982248,1,0.0909090909090909,0.0,23.0,0.0,2,0.1538461538461538,2,0.1538461538461538,0.8782390944362151
8,2,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,11,13,265.0,20.384615384615383,3.775766181374352,0.9629629629629628,0.0981132075471698,1.4872172548938547,0.9230769230769232,-0.0398860398860397,0.8888888888888888,-0.0384087791495197,-0.036817882971729,2,0.1818181818181818,3.0,24.5,0.0,2,0.1538461538461538,2,0.1538461538461538,0.8723957552354473
8,3,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,11,12,254.0,21.166666666666668,5.556868531717111,1.0,0.1062992125984252,1.0497519061389045,1.0,0.0,1.0,0.0,0.0,3,0.2727272727272727,1.0,26.5,0.0,1,0.0833333333333333,1,0.0833333333333333,0.8752414129401893
8,4,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,11,242.0,22.0,5.916079783099615,0.9666666666666668,0.1198347107438016,1.1832159566199234,0.9090909090909092,-0.0575757575757576,0.8787878787878788,-0.0556565656565656,-0.0523415977961432,4,0.3636363636363636,2.0,28.0,0.0,2,0.1818181818181818,2,0.1818181818181818,0.8317093304633596
8,5,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,9,210.0,23.33333333333333,3.4641016151377544,0.8620689655172413,0.119047619047619,0.4811252243246885,0.6666666666666667,-0.1954022988505745,0.574712643678161,-0.1684502576298056,-0.1302681992337164,5,0.4545454545454545,-4.0,27.0,0.0,4,0.4444444444444444,4,0.4444444444444444,0.7363374893828192
8,6,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,27.0,11,8,186.0,23.25,4.367084676466507,0.9642857142857144,0.1451612903225806,0.8586964251479084,0.875,-0.0892857142857143,0.84375,-0.0860969387755102,-0.078125,6,0.5454545454545454,2.0,26.0,0.0,2,0.25,2,0.25,0.7771712481196894
8,7,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,,,,,29.0,11,7,182.0,26.0,2.70801280154532,1.0,0.1593406593406593,1.1078234188139946,1.0,0.0,1.0,0.0,0.0,7,0.6363636363636364,2.0,28.0,0.0,1,0.1428571428571428,1,0.1428571428571428,0.8103008182588705
8,8,Melissa Rycroft,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,Texas,United States,26,25-34,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,8.0,,,,,,,,,,,,,,23.0,11,6,156.0,26.0,1.7606816861659011,0.8214285714285714,0.1474358974358974,-1.703885502741194,0.1666666666666666,-0.6547619047619048,0.1369047619047618,-0.5378401360544217,-0.1091269841269841,8,0.7272727272727273,-6.0,26.0,0.0,6,1.0,6,1.0,0.4761227028204117
