season,week,actual_eliminated,actual_count,predicted_eliminated,correct_rate,exact_match,judge_weight,fan_weight,week_reliability,cum_reliability
29,2,Charles Oakley,1,Charles Oakley,1.0,1,0.5555192047654474,0.44448079523455264,0.4137821957475144,0.4137821957475144
29,3,Carole Baskin,1,Anne Heche,0.0,0,0.5753949855115389,0.4246050144884611,0.43544715202491624,0.4246146738862153
29,5,Jesse Metcalfe,1,Jesse Metcalfe,1.0,1,0.6132937947913297,0.3867062052086703,0.5684257824443248,0.47255171007225183
29,6,Veron Davis,1,Skai Jackson,0.0,0,0.6363745275055481,0.3636254724944519,0.4606971028946495,0.4695880582778512
29,7,"Monica Aldama, Jeannie Mai",2,"Jeannie Mai, Kaitlyn Bristowe",0.5,0,0.6613300466601447,0.3386699533398553,0.33018651729621695,0.44170775008152435
29,8,Chrishell Stause,1,Chrishell Stause,1.0,1,0.683754568614954,0.316245431385046,0.4160043880969691,0.4374238564174318
29,9,AJ McLean,1,Nelly,0.0,0,0.707083990881222,0.292916009118778,0.21909179061490264,0.4062335613027848
29,10,Johnny Weir,1,Johnny Weir,1.0,1,0.7288218399911962,0.2711781600088038,0.29429574106867473,0.39224133377352105
30,2,Martin Kove,1,Martin Kove,1.0,1,0.5634486732766995,0.43655132672330055,0.36972959290722485,0.36972959290722485
30,3,Christine Chiu,1,Christine Chiu,1.0,1,0.5968227768282608,0.4031772231717392,0.242044669591051,0.3058871312491379
30,4,"Matt James, Brian Austin Green",2,"Brian Austin Green, Kenya Moore",0.5,0,0.619634213648993,0.38036578635100704,0.2852432119685461,0.29900582482227395
30,5,Melanie C,1,Iman Shumpert,0.0,0,0.6425106224897255,0.35748937751027454,0.25816039256516227,0.288794466757996
30,7,"Mike ""The Miz"" Mizanin",1,"Mike ""The Miz"" Mizanin",1.0,1,0.6843002876429194,0.3156997123570806,0.3781341594184253,0.3066624052900819
30,8,"Olivia Jade, Jimmie Allen",2,"Jimmie Allen, Olivia Jade",1.0,1,0.7055950596905417,0.2944049403094583,0.3873466814773603,0.3201097846546283
30,9,"Melora Hardin, Suni Lee",2,"Melora Hardin, Cody Rigsby",0.5,0,0.7285801305609535,0.2714198694390465,0.07663400644225789,0.28532753062428967
31,1,Jason Lewis,1,Vinny Guadagnino,0.0,0,0.5466767763044256,0.45332322369557443,0.46290679830874654,0.46290679830874654
31,2,Teresa Giudice,1,Cheryl Ladd,0.0,0,0.5662636364401425,0.43373636355985745,0.500464412856138,0.4816856055824422
31,4,Sam Champion,1,Trevor Donovan,0.0,0,0.6144978606761644,0.3855021393238356,0.4241822719310025,0.462517827698629
31,5,"Joseph Baena, Selma Blair",2,"Shangela, Daniel Durant",0.0,0,0.6422655571660612,0.35773444283393885,0.25515756359499797,0.4106777616727212
31,6,Jessie James Decker,1,Jessie James Decker,1.0,1,0.6629531229741222,0.33704687702587777,0.46438543409314614,0.4214192961568061
31,7,Jordin Sparks,1,Jordin Sparks,1.0,1,0.6875651853458962,0.31243481465410383,0.1363849846263503,0.3739135775683968
31,8,Heidi D'Amelio,1,Heidi D'Amelio,1.0,1,0.7085670139809761,0.2914329860190239,0.34062442125214143,0.3691579838089317
32,1,Matt Walsh,1,Matt Walsh,1.0,1,0.5267183497383088,0.4732816502616912,0.5737869458982844,0.5737869458982844
32,2,Jamie Lynn Spears,1,Mauricio Umansky,0.0,0,0.5456723177334377,0.4543276822665623,0.615443699367916,0.5946153226331001
32,3,Tyson Beckford,1,Tyson Beckford,1.0,1,0.5747896069674749,0.42521039303252506,0.4609858762447384,0.5500721738369796
32,4,Adrian Peterson,1,Alyson Hannigan,0.0,0,0.5950628852889315,0.4049371147110685,0.6017553740785364,0.5629929738973688
32,5,Mira Sorvino,1,Harry Jowsey,0.0,0,0.6172740088378291,0.3827259911621709,0.5594165841406552,0.5622776959460261
32,7,Lele Pons,1,Barry Williams,0.0,0,0.6671039324311766,0.3328960675688234,0.09661715100515461,0.48466760512254753
33,2,"Tori Spelling, Anna Delvey",2,"Reginald VelJohnson, Anna Delvey",0.5,0,0.5374427207696759,0.4625572792303241,0.5142071068351338,0.5142071068351338
33,3,Eric Roberts,1,Eric Roberts,1.0,1,0.5750826350384236,0.4249173649615764,0.41990688340752313,0.4670569951213285
33,4,Brooks Nader,1,Dwight Howard ,0.0,0,0.6042249774968752,0.3957750225031248,0.4673032014969208,0.46713906391319254
33,5,Phaedra Parks,1,Stephen Nedoroscik,0.0,0,0.6390997170202517,0.3609002829797483,0.24470492413952105,0.4115305289697747
33,6,Jenn Tran,1,Ilona Maher,0.0,0,0.6616158554894247,0.3383841445105753,0.749146509806338,0.4790537251370874
34,2,"Baron Davis, Corey Feldman",2,"Andy Richter, Corey Feldman",0.5,0,0.5621707409965736,0.4378292590034264,0.37682921668570185,0.37682921668570185
34,3,Lauren Jauregui,1,Lauren Jauregui,1.0,1,0.5865746439330026,0.4134253560669974,0.332654400818432,0.35474180875206696
34,4,Hilaria Baldwin,1,Danielle Fishel,0.0,0,0.6158286492546681,0.38417135074533193,0.1656167556101203,0.29170012437141807
34,6,Scott Hoying,1,Scott Hoying,1.0,1,0.6526817020415284,0.3473182979584716,0.35096487855794123,0.3065163129180488
34,7,Jen Affleck,1,Jen Affleck,1.0,1,0.6709175922343602,0.3290824077656398,0.38325190034695605,0.32186343040383025
34,10,Whitney Leavitt,1,Dylan Efron,0.0,0,0.7311560688652372,0.2688439311347628,0.04386218840969407,0.27552989007147427
