season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week1_judge1_score_rank,week1_judge2_score_rank,week1_judge3_score_rank,week1_judge4_score_rank,week2_judge1_score_rank,week2_judge2_score_rank,week2_judge3_score_rank,week2_judge4_score_rank,week3_judge1_score_rank,week3_judge2_score_rank,week3_judge3_score_rank,week3_judge4_score_rank,week4_judge1_score_rank,week4_judge2_score_rank,week4_judge3_score_rank,week4_judge4_score_rank,week5_judge1_score_rank,week5_judge2_score_rank,week5_judge3_score_rank,week5_judge4_score_rank,week6_judge1_score_rank,week6_judge2_score_rank,week6_judge3_score_rank,week6_judge4_score_rank,week7_judge1_score_rank,week7_judge2_score_rank,week7_judge3_score_rank,week7_judge4_score_rank,week8_judge1_score_rank,week8_judge2_score_rank,week8_judge3_score_rank,week8_judge4_score_rank,week9_judge1_score_rank,week9_judge2_score_rank,week9_judge3_score_rank,week9_judge4_score_rank,week10_judge1_score_rank,week10_judge2_score_rank,week10_judge3_score_rank,week10_judge4_score_rank,week11_judge1_score_rank,week11_judge2_score_rank,week11_judge3_score_rank,week11_judge4_score_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week1_judge1_score_percent,week1_judge2_score_percent,week1_judge3_score_percent,week1_judge4_score_percent,week2_judge1_score_percent,week2_judge2_score_percent,week2_judge3_score_percent,week2_judge4_score_percent,week3_judge1_score_percent,week3_judge2_score_percent,week3_judge3_score_percent,week3_judge4_score_percent,week4_judge1_score_percent,week4_judge2_score_percent,week4_judge3_score_percent,week4_judge4_score_percent,week5_judge1_score_percent,week5_judge2_score_percent,week5_judge3_score_percent,week5_judge4_score_percent,week6_judge1_score_percent,week6_judge2_score_percent,week6_judge3_score_percent,week6_judge4_score_percent,week7_judge1_score_percent,week7_judge2_score_percent,week7_judge3_score_percent,week7_judge4_score_percent,week8_judge1_score_percent,week8_judge2_score_percent,week8_judge3_score_percent,week8_judge4_score_percent,week9_judge1_score_percent,week9_judge2_score_percent,week9_judge3_score_percent,week9_judge4_score_percent,week10_judge1_score_percent,week10_judge2_score_percent,week10_judge3_score_percent,week10_judge4_score_percent,week11_judge1_score_percent,week11_judge2_score_percent,week11_judge3_score_percent,week11_judge4_score_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent,week_total_judge,age_group_label,region_label,judge_adjustment_factor,judge_adjustment_note,judge_score_original,judge_score_adjusted,week_judge1_weight,week_judge2_weight,week_judge3_weight,week_judge4_weight,week_total_judge_weighted,judge_score_weighted_adjusted,judge_score_final_adjusted,judge_score_final_percent,fan_votes_relative_percent
22,8,Antonio Brown,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Athlete,Florida,United States,27,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,27.0,10,6,169.0,28.166666666666668,1.940790217067952,0.9,0.1597633136094674,-0.601129713251136,0.3333333333333333,-0.5666666666666667,0.3,-0.51,-0.1888888888888889,8,0.8,1.0,26.5,0.0,5,0.8333333333333334,5,0.8333333333333334,0.5344883860414917,9.0,False,5,5,10,False,14,6.571428571428571,0.3571428571428571,Athlete,Florida,United States,27,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,0.9,0.1597633136094674,-0.601129713251136,0.3333333333333333,-0.5666666666666667,0.3,-0.51,-0.1888888888888889,8,0.8,1.0,26.5,0.0,5,0.8333333333333334,5,0.8333333333333334,0.4806870199067262,9.0,False,0.1597633136094674,0.5171462946694695,0.3819154487302646,False,27.0,25-34,United States - Florida,1.0,无显著单向影响,27.0,27.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,0.161419658412712,0.22215213512079718
22,8,Ginger Zee,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,News Anchor,California,United States,35,35-44,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,30.0,10,6,169.0,28.166666666666668,1.940790217067952,1.0,0.1775147928994082,0.9446324065374978,1.0,0.0,1.0,0.0,0.0,8,0.8,2.5,28.75,0.0,1,0.1666666666666666,1,0.1666666666666666,0.9253311779898944,,False,1,1,2,False,19,5.2631578947368425,0.4736842105263157,News Anchor,California,United States,35,35-44,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,1.0,0.1775147928994082,0.9446324065374978,1.0,0.0,1.0,0.0,0.0,8,0.8,2.5,28.75,0.0,1,0.1666666666666666,1,0.1666666666666666,0.7003332606701794,,False,0.1775147928994082,1.0,0.6070878893532544,False,30.0,35-44,United States - California,1.0,无显著单向影响,30.0,30.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,0.17935517601412443,0.42957309645384617
22,8,Jodie Sweetin,Keo Motsepe,9,9.88888888888889,0.1111111111111111,Actor/Actress,California,United States,34,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,30.0,10,6,169.0,28.166666666666668,1.940790217067952,1.0,0.1775147928994082,0.9446324065374978,1.0,0.0,1.0,0.0,0.0,8,0.8,4.5,27.75,0.0,1,0.1666666666666666,1,0.1666666666666666,0.9103488887438596,8.0,True,1,2,3,False,9,9.88888888888889,0.1111111111111111,Actor/Actress,California,United States,34,25-34,Eliminated Week 8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,1.0,0.1775147928994082,0.9446324065374978,1.0,0.0,1.0,0.0,0.0,8,0.8,4.5,27.75,0.0,1,0.1666666666666666,1,0.1666666666666666,0.2686988877017943,8.0,True,0.1775147928994082,0.051127596760203,0.1994778329539323,False,30.0,25-34,United States - California,1.0,无显著单向影响,30.0,30.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,0.17935517601412443,0.021963040054524038
22,8,Nyle DiMarco,Peta Murgatroyd,15,7.4,0.1333333333333333,Model,New York,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,29.0,10,6,169.0,28.166666666666668,1.940790217067952,0.9666666666666668,0.1715976331360946,0.4293783666079532,0.6666666666666667,-0.2999999999999999,0.6444444444444445,-0.2899999999999999,-0.1999999999999999,8,0.8,1.0,28.5,0.0,3,0.5,3,0.5,0.847082816420357,,False,3,3,6,False,15,7.4,0.1333333333333333,Model,New York,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,10.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,0.9666666666666668,0.1715976331360946,0.4293783666079532,0.6666666666666667,-0.2999999999999999,0.6444444444444445,-0.2899999999999999,-0.1999999999999999,8,0.8,1.0,28.5,0.0,3,0.5,3,0.5,0.5132693189417232,,False,0.1715976331360946,0.5887727598552711,0.4245185706948002,False,29.0,25-34,United States - New York,1.0,无显著单向影响,29.0,29.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,0.17337667014698696,0.2529209375587056
22,8,Paige VanZant,Mark Ballas,21,5.190476190476191,0.4761904761904761,Athlete,Oregon,United States,22,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,9.0,,,,,,,,,,,,,,28.0,10,6,169.0,28.166666666666668,1.940790217067952,0.9333333333333332,0.165680473372781,-0.0858756733215913,0.5,-0.4333333333333333,0.4666666666666667,-0.4044444444444444,-0.2166666666666666,8,0.8,0.5,27.75,0.0,4,0.6666666666666666,4,0.6666666666666666,0.8300952726088378,,False,4,4,8,False,21,5.190476190476191,0.4761904761904761,Athlete,Oregon,United States,22,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,9.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,0.9333333333333332,0.165680473372781,-0.0858756733215913,0.5,-0.4333333333333333,0.4666666666666667,-0.4044444444444444,-0.2166666666666666,8,0.8,0.5,27.75,0.0,4,0.6666666666666666,4,0.6666666666666666,0.3231577623123012,,False,0.165680473372781,0.170845873305318,0.239071264184908,False,28.0,<25,others,0.9380668743242466,age:<25,28.0,26.265872481078905,1.0,1.0,1.0,1.0,28.0,26.265872481078905,26.265872481078905,0.15703067273361515,0.07339079081212696
22,8,Wanya Morris,Lindsay Arnold,10,5.4,0.4,Singer/Rapper,Pennsylvania,United States,42,35-44,Eliminated Week 9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,,,,,,,,,,,,,,25.0,10,6,169.0,28.166666666666668,1.940790217067952,0.8333333333333334,0.1479289940828402,-1.6316377931102253,0.1666666666666666,-0.6666666666666667,0.1388888888888888,-0.5555555555555557,-0.1111111111111111,8,0.8,-2.5,26.25,0.0,6,1.0,6,1.0,0.1903971793773462,9.0,False,6,6,12,True,10,5.4,0.4,Singer/Rapper,Pennsylvania,United States,42,35-44,Eliminated Week 9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,9.0,,,,,,,,,,,,,,10,6,169.0,28.166666666666668,1.940790217067952,0.8333333333333334,0.1479289940828402,-1.6316377931102253,0.1666666666666666,-0.6666666666666667,0.1388888888888888,-0.5555555555555557,-0.1111111111111111,8,0.8,-2.5,26.25,0.0,6,1.0,6,1.0,0.2454413579289597,9.0,False,0.1479289940828402,0.0,0.1479289940828402,True,25.0,35-44,United States - Pennsylvania,1.0,无显著单向影响,25.0,25.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,0.14946264667843703,0.0
22,9,Antonio Brown,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Athlete,Florida,United States,27,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,,,,,,,,,,27.5,10,5,143.5,28.7,1.0368220676663862,0.9166666666666666,0.1916376306620209,-1.1573827732089883,0.1999999999999999,-0.7166666666666667,0.1833333333333333,-0.6569444444444444,-0.1433333333333333,9,0.9,0.5,27.25,0.0,5,1.0,5,1.0,0.7535004114990138,9.0,True,5,5,10,True,14,6.571428571428571,0.3571428571428571,Athlete,Florida,United States,27,25-34,Eliminated Week 9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.5,,,,,,,,,,10,5,143.5,28.7,1.0368220676663862,0.9166666666666666,0.1916376306620209,-1.1573827732089883,0.1999999999999999,-0.7166666666666667,0.1833333333333333,-0.6569444444444444,-0.1433333333333333,9,0.9,0.5,27.25,0.0,5,1.0,5,1.0,0.0573031573942327,9.0,True,0.1916376306620209,0.0,0.1916376306620209,True,27.5,25-34,United States - Florida,1.0,无显著单向影响,27.5,27.5,1.0,1.0,1.0,1.0,27.5,27.5,27.5,0.19410900652353041,0.0
22,9,Ginger Zee,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,News Anchor,California,United States,35,35-44,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.5,9.5,,,,,,,,,,28.0,10,5,143.5,28.7,1.0368220676663862,0.9333333333333332,0.1951219512195122,-0.6751399510385762,0.4,-0.5333333333333333,0.3733333333333333,-0.4977777777777777,-0.2133333333333333,9,0.9,-2.0,29.0,0.0,4,0.8,4,0.8,0.8208460218999782,,False,4,3,7,False,19,5.2631578947368425,0.4736842105263157,News Anchor,California,United States,35,35-44,3rd Place,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.5,9.5,,,,,,,,,,10,5,143.5,28.7,1.0368220676663862,0.9333333333333332,0.1951219512195122,-0.6751399510385762,0.4,-0.5333333333333333,0.3733333333333333,-0.4977777777777777,-0.2133333333333333,9,0.9,-2.0,29.0,0.0,4,0.8,4,0.8,0.4659054242184827,,False,0.1951219512195122,0.6413665760975672,0.4612701811931226,False,28.0,35-44,United States - California,1.0,无显著单向影响,28.0,28.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,0.19763826118759462,0.26614822997361043
22,9,Nyle DiMarco,Peta Murgatroyd,15,7.4,0.1333333333333333,Model,New York,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,,,,,,,,,,28.5,10,5,143.5,28.7,1.0368220676663862,0.95,0.1986062717770035,-0.1928971288681641,0.6,-0.35,0.57,-0.3324999999999999,-0.21,9,0.9,-0.5,28.75,0.0,3,0.6,3,0.6,0.8034847780716474,,False,3,4,7,True,15,7.4,0.1333333333333333,Model,New York,United States,26,25-34,1st Place,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.5,9.5,,,,,,,,,,10,5,143.5,28.7,1.0368220676663862,0.95,0.1986062717770035,-0.1928971288681641,0.6,-0.35,0.57,-0.3324999999999999,-0.21,9,0.9,-0.5,28.75,0.0,3,0.6,3,0.6,0.3055805367306244,,False,0.1986062717770035,0.3897110359790298,0.3603248681187349,True,28.5,25-34,United States - New York,1.0,无显著单向影响,28.5,28.5,1.0,1.0,1.0,1.0,28.5,28.5,28.5,0.2011675158516588,0.16171859634173133
22,9,Paige VanZant,Mark Ballas,21,5.190476190476191,0.4761904761904761,Athlete,Oregon,United States,22,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.5,10.0,,,,,,,,,,29.5,10,5,143.5,28.7,1.0368220676663862,0.9833333333333332,0.205574912891986,0.7715885154726599,0.8,-0.1833333333333332,0.7866666666666666,-0.1802777777777776,-0.1466666666666665,9,0.9,1.5,28.75,0.0,2,0.4,2,0.4,0.8854715932561619,,False,2,2,4,False,21,5.190476190476191,0.4761904761904761,Athlete,Oregon,United States,22,<25,2nd Place,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.5,10.0,,,,,,,,,,10,5,143.5,28.7,1.0368220676663862,0.9833333333333332,0.205574912891986,0.7715885154726599,0.8,-0.1833333333333332,0.7866666666666666,-0.1802777777777776,-0.1466666666666665,9,0.9,1.5,28.75,0.0,2,0.4,2,0.4,0.6943838567197489,,False,0.205574912891986,1.0,0.6205454459574992,False,29.5,<25,others,0.9380668743242466,age:<25,29.5,27.672972792565275,1.0,1.0,1.0,1.0,29.5,27.672972792565275,27.672972792565275,0.19532993659336484,0.41497053306551307
22,9,Wanya Morris,Lindsay Arnold,10,5.4,0.4,Singer/Rapper,Pennsylvania,United States,42,35-44,Eliminated Week 9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,30.0,10,5,143.5,28.7,1.0368220676663862,1.0,0.2090592334494773,1.253831337643072,1.0,0.0,1.0,0.0,0.0,9,0.9,5.0,27.5,0.0,1,0.2,1,0.2,0.937480212913436,9.0,True,1,1,2,False,10,5.4,0.4,Singer/Rapper,Pennsylvania,United States,42,35-44,Eliminated Week 9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,10,5,143.5,28.7,1.0368220676663862,1.0,0.2090592334494773,1.253831337643072,1.0,0.0,1.0,0.0,0.0,9,0.9,5.0,27.5,0.0,1,0.2,1,0.2,0.2985860365756385,9.0,True,0.2090592334494773,0.3787320498593889,0.3662218740686225,False,30.0,35-44,United States - Pennsylvania,1.0,无显著单向影响,30.0,30.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,0.21175527984385137,0.1571626406191451
23,2,Amber Rose,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Model,Pennsylvania,United States,32,25-34,Eliminated Week 6,9,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,0.0,24.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.6756278631932096,6.0,False,10,12,22,False,17,6.0,0.2941176470588235,Model,Pennsylvania,United States,32,25-34,Eliminated Week 6,9,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,0.0,24.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.5961293099605911,6.0,False,0.0681818181818181,0.5399889534181244,0.1308965429371834,False,24.0,25-34,United States - Pennsylvania,1.0,无显著单向影响,24.0,24.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,24.0,24.0,24.0,0.06662157376698948,0.06271472475536524
23,2,Babyface,Allison Holker,4,7.25,0.25,Singer/Rapper,Indiana,United States,57,55-64,Eliminated Week 4,11,,,,,8.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,11,13,352.0,27.07692307692308,3.067614123428241,0.9375,0.0852272727272727,0.9528828612283906,0.8461538461538461,-0.0913461538461538,0.7932692307692307,-0.0856370192307692,-0.077292899408284,2,0.1818181818181818,4.0,28.0,0.0,3,0.2307692307692307,3,0.2307692307692307,0.9193314872165362,4.0,False,3,2,5,False,4,7.25,0.25,Singer/Rapper,Indiana,United States,57,55-64,Eliminated Week 4,11,,,,,8.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.9375,0.0852272727272727,0.9528828612283906,0.8461538461538461,-0.0913461538461538,0.7932692307692307,-0.0856370192307692,-0.077292899408284,2,0.1818181818181818,4.0,28.0,0.0,3,0.2307692307692307,3,0.2307692307692307,0.8145820274151236,4.0,False,0.0852272727272727,0.8355686365945693,0.1822708450569236,False,30.0,55-64,others,1.0901192386498493,age:55-64,30.0,32.70357715949548,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,30.028571322449373,32.73472330777121,32.73472330777121,0.09086828264961123,0.09704357232965086
23,2,Calvin Johnson Jr.,Lindsay Arnold,10,5.4,0.4,Athlete,Georgia,United States,30,25-34,3rd Place,3,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,11,13,352.0,27.07692307692308,3.067614123428241,0.875,0.0795454545454545,0.3009103772300181,0.6153846153846154,-0.2596153846153846,0.5384615384615385,-0.2271634615384615,-0.1597633136094674,2,0.1818181818181818,2.0,27.0,0.0,6,0.4615384615384615,6,0.4615384615384615,0.8933804976101994,,False,6,4,10,False,10,5.4,0.4,Athlete,Georgia,United States,30,25-34,3rd Place,3,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.875,0.0795454545454545,0.3009103772300181,0.6153846153846154,-0.2596153846153846,0.5384615384615385,-0.2271634615384615,-0.1597633136094674,2,0.1818181818181818,2.0,27.0,0.0,6,0.4615384615384615,6,0.4615384615384615,0.7682447241560395,,False,0.0795454545454545,0.7728714745900654,0.1693073311419515,False,28.0,25-34,United States - Georgia,1.0,无显著单向影响,28.0,28.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,28.0,28.0,28.0,0.07772516939482106,0.08976187659649695
23,2,Jake T. Austin,Jenna Johnson,9,6.444444444444445,0.4444444444444444,Actor/Actress,New York,United States,21,<25,Eliminated Week 2,13,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,2.0,23.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.7977301384443933,2.0,True,10,9,19,False,9,6.444444444444445,0.4444444444444444,Actor/Actress,New York,United States,21,<25,Eliminated Week 2,13,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.75,0.0681818181818181,-1.0030345907667266,0.3076923076923077,-0.4423076923076923,0.2307692307692307,-0.3317307692307692,-0.136094674556213,2,0.1818181818181818,2.0,23.0,0.0,10,0.7692307692307693,10,0.7692307692307693,0.1970421568723278,2.0,True,0.0681818181818181,0.0,0.0681818181818181,True,24.0,<25,United States - New York,0.9380668743242466,age:<25,24.0,22.513604983781917,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,24.0,22.513604983781917,22.513604983781917,0.06249549146616204,0.0
23,2,James Hinchcliffe,Sharna Burgess,14,6.571428571428571,0.3571428571428571,Racing Driver,Unknown,Canada,29,25-34,2nd Place,2,,,,,7.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,13,352.0,27.07692307692308,3.067614123428241,0.90625,0.0823863636363636,0.6268966192292044,0.7692307692307692,-0.1370192307692308,0.6971153846153846,-0.1241736778846154,-0.1053994082840237,2,0.1818181818181818,-2.0,30.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8978630714687954,,False,4,3,7,False,14,6.571428571428571,0.3571428571428571,Racing Driver,Unknown,Canada,29,25-34,2nd Place,2,,,,,7.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.90625,0.0823863636363636,0.6268966192292044,0.7692307692307692,-0.1370192307692308,0.6971153846153846,-0.1241736778846154,-0.1053994082840237,2,0.1818181818181818,-2.0,30.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8237279838207033,,False,0.0823863636363636,0.8479436664326369,0.1808671812748697,False,29.0,25-34,others,1.0,无显著单向影响,29.0,29.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,29.0,29.0,29.0,0.08050106830177896,0.09848081763850608
23,2,Jana Kramer,Gleb Savchenko,13,8.461538461538462,0.0,Singer/Rapper,Michigan,United States,32,25-34,Eliminated Week 11,4,,,,,7.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11,13,352.0,27.07692307692308,3.067614123428241,0.90625,0.0823863636363636,0.6268966192292044,0.7692307692307692,-0.1370192307692308,0.6971153846153846,-0.1241736778846154,-0.1053994082840237,2,0.1818181818181818,2.0,28.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.8540201086136187,11.0,False,4,6,10,False,13,8.461538461538462,0.0,Singer/Rapper,Michigan,United States,32,25-34,Eliminated Week 11,4,,,,,7.0,8.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,0.90625,0.0823863636363636,0.6268966192292044,0.7692307692307692,-0.1370192307692308,0.6971153846153846,-0.1241736778846154,-0.1053994082840237,2,0.1818181818181818,2.0,28.0,0.0,4,0.3076923076923077,4,0.3076923076923077,0.7879166276845582,11.0,False,0.0823863636363636,0.7994887448176484,0.1752395900938076,False,29.0,25-34,others,1.0,无显著单向影响,29.0,29.0,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,28.942857355101253,28.942857355101253,28.942857355101253,0.08034244609626384,0.09285322645744397
23,2,Laurie Hernandez,Valentin Chmerkovskiy,19,5.2631578947368425,0.4736842105263157,Athlete,New Jersey,United States,16,<25,1st Place,1,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,11,13,352.0,27.07692307692308,3.067614123428241,1.0,0.0909090909090909,1.604855345226763,1.0,0.0,1.0,0.0,0.0,2,0.1818181818181818,1.0,31.5,0.0,1,0.0769230769230769,1,0.0769230769230769,0.8873273006211463,,False,1,5,6,False,19,5.2631578947368425,0.4736842105263157,Athlete,New Jersey,United States,16,<25,1st Place,1,,,,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,352.0,27.07692307692308,3.067614123428241,1.0,0.0909090909090909,1.604855345226763,1.0,0.0,1.0,0.0,0.0,2,0.1818181818181818,1.0,31.5,0.0,1,0.0769230769230769,1,0.0769230769230769,0.9361075591588855,,False,0.0909090909090909,1.0,0.2070498459345071,False,32.0,<25,others,0.9380668743242466,age:<25,32.0,30.018139978375892,1.0285713224493738,0.9428573551012525,1.0285713224493738,1.0,32.0,30.018139978375892,30.018139978375892,0.08332732195488272,0.11614075502541617
