season,week,celebrity_name,ballroom_partner,partner_total_seasons_rank,partner_avg_placement_rank,partner_final_rate_rank,celebrity_industry_rank,celebrity_homestate_rank,celebrity_homecountry/region_rank,celebrity_age_during_season_rank,age_group_rank,results_rank,placement_rank,week_total_judge_rank,season_total_weeks_rank,weekly_contestant_count_rank,weekly_sum_judge_rank,weekly_mean_judge_rank,weekly_std_judge_rank,judge_pct_rank,judge_share_rank,judge_zscore_rank,rank_pct_rank,popularity_deviation_rank,judge_rank_interaction_rank,judge_popularity_interaction_rank,rank_popularity_interaction_rank,cumulative_weeks_rank,relative_cumulative_weeks_rank,week_total_judge_change_rank,week_total_judge_trend_rank,survival_advantage_rank,weekly_judge_rank_rank,weekly_judge_rank_pct_rank,weekly_judge_share_rank_rank,weekly_judge_share_rank_pct_rank,composite_attractiveness_rank,elimination_week_rank,is_eliminated_this_week_rank,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,partner_total_seasons_percent,partner_avg_placement_percent,partner_final_rate_percent,celebrity_industry_percent,celebrity_homestate_percent,celebrity_homecountry/region_percent,celebrity_age_during_season_percent,age_group_percent,results_percent,placement_percent,week_total_judge_percent,season_total_weeks_percent,weekly_contestant_count_percent,weekly_sum_judge_percent,weekly_mean_judge_percent,weekly_std_judge_percent,judge_pct_percent,judge_share_percent,judge_zscore_percent,rank_pct_percent,popularity_deviation_percent,judge_rank_interaction_percent,judge_popularity_interaction_percent,rank_popularity_interaction_percent,cumulative_weeks_percent,relative_cumulative_weeks_percent,week_total_judge_change_percent,week_total_judge_trend_percent,survival_advantage_percent,weekly_judge_rank_percent,weekly_judge_rank_pct_percent,weekly_judge_share_rank_percent,weekly_judge_share_rank_pct_percent,composite_attractiveness_percent,elimination_week_percent,is_eliminated_this_week_percent,judge_percent,fan_votes_relative,combined_percent,predicted_eliminated_percent
11,1,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.923870588691884,9.0,False,2,3,5,False,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8782595004168963,9.0,False,0.1013215859030837,0.9329755861786202,0.20964839616373146,False
11,1,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.8613012410554991,,False,7,7,14,False,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.7750773307074591,,False,0.07929515418502203,0.7973821783049218,0.17187835701914425,False
11,1,David Hasselhoff,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Maryland,United States,58,55-64,Eliminated Week 1,12,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.3031256519794583,1.0,True,10,12,22,True,14,6.285714285714286,0.2857142857142857,Actor/Actress,Maryland,United States,58,55-64,Eliminated Week 1,12,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.1682954484954814,1.0,True,0.06607929515418502,0.0,0.06607929515418502,True
11,1,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.7711470210418128,5.0,False,7,8,15,False,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.6794107496888777,5.0,False,0.07929515418502203,0.6716651307136235,0.15728148335738898,False
11,1,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,12,227.0,18.916666666666668,3.3698754585385795,1.0,0.105726872246696,1.508463263962233,1.0,0.0,1.0,0.0,0.0,1,0.1,0.0,24.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.9466013872790344,,False,1,1,2,False,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,12,227.0,18.916666666666668,3.3698754585385795,1.0,0.105726872246696,1.508463263962233,1.0,0.0,1.0,0.0,0.0,1,0.1,0.0,24.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.9292628976324524,,False,0.10572687224669604,1.0,0.2218358164306957,False
11,1,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,19.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.7916666666666666,0.0837004405286343,0.0247289059665936,0.6666666666666667,-0.1249999999999998,0.5277777777777778,-0.0989583333333332,-0.0833333333333332,1,0.1,0.0,19.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.8816694268197052,8.0,False,5,5,10,False,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,19.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.7916666666666666,0.0837004405286343,0.0247289059665936,0.6666666666666667,-0.1249999999999998,0.5277777777777778,-0.0989583333333332,-0.0833333333333332,1,0.1,0.0,19.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.7664890628381675,8.0,False,0.08370044052863436,0.7860961924470093,0.1749732394607188,False
11,1,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.9364429734320358,,False,2,2,4,False,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.8781220170041899,,False,0.1013215859030837,0.932794916935984,0.20962741884872246,False
11,1,Margaret Cho,Louis van Amstel,11,7.0,0.0909090909090909,Comedian,California,United States,41,35-44,Eliminated Week 3,10,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.5798810014148204,3.0,False,10,10,20,False,11,7.0,0.0909090909090909,Comedian,California,United States,41,35-44,Eliminated Week 3,10,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.6383017881710247,3.0,False,0.06607929515418502,0.617643159649716,0.13779319030358306,False
11,1,Michael Bolton,Chelsie Hightower,7,7.285714285714286,0.0,Singer/Rapper,Connecticut,United States,57,55-64,Eliminated Week 2,11,16.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.6666666666666666,0.0704845814977973,-0.86551170883079,0.3333333333333333,-0.3333333333333332,0.2222222222222222,-0.2222222222222221,-0.1111111111111111,1,0.1,0.0,16.0,0.0,9,0.75,9,0.75,0.6766195980222864,2.0,False,9,9,18,False,7,7.285714285714286,0.0,Singer/Rapper,Connecticut,United States,57,55-64,Eliminated Week 2,11,16.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.6666666666666666,0.0704845814977973,-0.86551170883079,0.3333333333333333,-0.3333333333333332,0.2222222222222222,-0.2222222222222221,-0.1111111111111111,1,0.1,0.0,16.0,0.0,9,0.75,9,0.75,0.6097933207277674,2.0,False,0.07048458149779736,0.5801797077299402,0.1378486347993022,False
11,1,Rick Fox,Cheryl Burke,25,5.8,0.32,Athlete,Unknown,Canada,41,35-44,Eliminated Week 7,6,22.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9166666666666666,0.0969162995594713,0.9149695207639772,0.75,-0.1666666666666666,0.6875,-0.1527777777777777,-0.1249999999999999,1,0.1,0.0,22.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.8895094412991426,7.0,False,4,4,8,False,25,5.8,0.32,Athlete,Unknown,Canada,41,35-44,Eliminated Week 7,6,22.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9166666666666666,0.0969162995594713,0.9149695207639772,0.75,-0.1666666666666666,0.6875,-0.1527777777777777,-0.1249999999999999,1,0.1,0.0,22.0,0.0,4,0.3333333333333333,4,0.3333333333333333,0.826541789864297,7.0,False,0.09691629955947137,0.8650124813030393,0.19735198546954902,False
11,1,The Situation,Karina Smirnoff,18,6.722222222222222,0.2222222222222222,TV Personality,New York,United States,28,25-34,Eliminated Week 4,9,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.5582491673179211,4.0,False,10,11,21,False,18,6.722222222222222,0.2222222222222222,TV Personality,New York,United States,28,25-34,Eliminated Week 4,9,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.6377885792553294,4.0,False,0.06607929515418502,0.616968743265313,0.13771488452924968,False
11,2,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,23.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9583333333333334,0.1040723981900452,0.8815059066904356,0.9090909090909092,-0.0492424242424243,0.8712121212121212,-0.0471906565656566,-0.0447658402203857,2,0.2,4.0,21.0,0.0,2,0.1818181818181818,2,0.1818181818181818,0.9118991460650722,6.0,False,2,4,6,False,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,23.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9583333333333334,0.1040723981900452,0.8815059066904356,0.9090909090909092,-0.0492424242424243,0.8712121212121212,-0.0471906565656566,-0.0447658402203857,2,0.2,4.0,21.0,0.0,2,0.1818181818181818,2,0.1818181818181818,0.8492277692350756,6.0,False,0.10407239819004525,0.9232990609814596,0.2213407602643369,False
11,2,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,-2.0,22.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.8736277327048578,9.0,False,5,6,11,False,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,-2.0,22.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.7636649693772333,9.0,False,0.09502262443438914,0.8204898817053661,0.19923317613129993,False
11,2,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,4.0,20.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.91632918452807,,False,3,3,6,False,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,4.0,20.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.8588484171120703,,False,0.09954751131221719,0.9348588850402964,0.21828408849744568,False
11,2,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,19.0,10,11,221.0,20.09090909090909,3.300137738172315,0.7916666666666666,0.085972850678733,-0.3305647150089129,0.3636363636363636,-0.428030303030303,0.2878787878787879,-0.3388573232323232,-0.1556473829201101,2,0.2,1.0,18.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.4958670770361286,5.0,False,8,10,18,False,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,19.0,10,11,221.0,20.09090909090909,3.300137738172315,0.7916666666666666,0.085972850678733,-0.3305647150089129,0.3636363636363636,-0.428030303030303,0.2878787878787879,-0.3388573232323232,-0.1556473829201101,2,0.2,1.0,18.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.6243893682320609,5.0,False,0.08597285067873303,0.6531413345480781,0.16892843651465117,False
11,2,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,11,221.0,20.09090909090909,3.300137738172315,1.0,0.1085972850678733,1.1845235621152728,1.0,0.0,1.0,0.0,0.0,2,0.2,0.0,24.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.94341421028197,,False,1,1,2,False,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,11,221.0,20.09090909090909,3.300137738172315,1.0,0.1085972850678733,1.1845235621152728,1.0,0.0,1.0,0.0,0.0,2,0.2,0.0,24.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.9130620215884352,,False,0.1085972850678733,1.0,0.23560744572983294,False
11,2,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,2.0,20.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.8761715969503289,8.0,False,5,5,10,False,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,2.0,20.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.730285104761091,8.0,False,0.09502262443438914,0.7803818383590243,0.19413904710204422,False
11,2,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,-1.0,22.5,0.0,3,0.2727272727272727,3,0.2727272727272727,0.917547777607673,,False,3,2,5,False,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,-1.0,22.5,0.0,3,0.2727272727272727,3,0.2727272727272727,0.8288743733503372,,False,0.09954751131221719,0.8988431533923208,0.2137097246344783,False
11,2,Margaret Cho,Louis van Amstel,11,7.0,0.0909090909090909,Comedian,California,United States,41,35-44,Eliminated Week 3,10,18.0,10,11,221.0,20.09090909090909,3.300137738172315,0.75,0.0814479638009049,-0.6335823704337501,0.2727272727272727,-0.4772727272727273,0.2045454545454545,-0.3579545454545454,-0.1301652892561983,2,0.2,3.0,16.5,0.0,9,0.8181818181818182,9,0.8181818181818182,0.7822201613677492,3.0,False,9,8,17,False,11,7.0,0.0909090909090909,Comedian,California,United States,41,35-44,Eliminated Week 3,10,18.0,10,11,221.0,20.09090909090909,3.300137738172315,0.75,0.0814479638009049,-0.6335823704337501,0.2727272727272727,-0.4772727272727273,0.2045454545454545,-0.3579545454545454,-0.1301652892561983,2,0.2,3.0,16.5,0.0,9,0.8181818181818182,9,0.8181818181818182,0.3858358560205035,3.0,False,0.08144796380090498,0.3665040243543086,0.12799769881740047,False
11,2,Michael Bolton,Chelsie Hightower,7,7.285714285714286,0.0,Singer/Rapper,Connecticut,United States,57,55-64,Eliminated Week 2,11,12.0,10,11,221.0,20.09090909090909,3.300137738172315,0.5,0.0542986425339366,-2.451688302982773,0.0909090909090909,-0.409090909090909,0.0454545454545454,-0.2045454545454545,-0.0371900826446281,2,0.2,-4.0,14.0,0.0,11,1.0,11,1.0,0.1512124248786742,2.0,True,11,11,22,True,7,7.285714285714286,0.0,Singer/Rapper,Connecticut,United States,57,55-64,Eliminated Week 2,11,12.0,10,11,221.0,20.09090909090909,3.300137738172315,0.5,0.0542986425339366,-2.451688302982773,0.0909090909090909,-0.409090909090909,0.0454545454545454,-0.2045454545454545,-0.0371900826446281,2,0.2,-4.0,14.0,0.0,11,1.0,11,1.0,0.0808133793921594,2.0,True,0.05429864253393665,0.0,0.05429864253393665,True
11,2,Rick Fox,Cheryl Burke,25,5.8,0.32,Athlete,Unknown,Canada,41,35-44,Eliminated Week 7,6,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,-1.0,21.5,0.0,5,0.4545454545454545,5,0.4545454545454545,0.8675545953424565,7.0,False,5,7,12,False,25,5.8,0.32,Athlete,Unknown,Canada,41,35-44,Eliminated Week 7,6,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,-1.0,21.5,0.0,5,0.4545454545454545,5,0.4545454545454545,0.7756794778841118,7.0,False,0.09502262443438914,0.8349260824964815,0.2010667203131278,False
11,2,The Situation,Karina Smirnoff,18,6.722222222222222,0.2222222222222222,TV Personality,New York,United States,28,25-34,Eliminated Week 4,9,18.0,10,11,221.0,20.09090909090909,3.300137738172315,0.75,0.0814479638009049,-0.6335823704337501,0.2727272727272727,-0.4772727272727273,0.2045454545454545,-0.3579545454545454,-0.1301652892561983,2,0.2,3.0,16.5,0.0,9,0.8181818181818182,9,0.8181818181818182,0.7769215097265139,4.0,False,9,9,18,False,18,6.722222222222222,0.2222222222222222,TV Personality,New York,United States,28,25-34,Eliminated Week 4,9,18.0,10,11,221.0,20.09090909090909,3.300137738172315,0.75,0.0814479638009049,-0.6335823704337501,0.2727272727272727,-0.4772727272727273,0.2045454545454545,-0.3579545454545454,-0.1301652892561983,2,0.2,3.0,16.5,0.0,9,0.8181818181818182,9,0.8181818181818182,0.6308811079641865,4.0,False,0.08144796380090498,0.660941575248975,0.16539425946144598,False
11,3,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,26.0,10,10,221.0,22.1,2.64365067451978,1.0,0.1176470588235294,1.475232729342516,1.0,0.0,1.0,0.0,0.0,3,0.3,3.0,24.5,0.0,1,0.1,1,0.1,0.9223930152411476,6.0,False,1,2,3,False,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,26.0,10,10,221.0,22.1,2.64365067451978,1.0,0.1176470588235294,1.475232729342516,1.0,0.0,1.0,0.0,0.0,3,0.3,3.0,24.5,0.0,1,0.1,1,0.1,0.8700204947786071,6.0,False,0.11764705882352941,1.0,0.25048903054537086,False
11,3,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,3.0,22.5,0.0,2,0.2,2,0.2,0.9219307232512796,9.0,False,2,3,5,False,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,3.0,22.5,0.0,2,0.2,2,0.2,0.8470244017548587,9.0,False,0.1085972850678733,0.9703468334614286,0.2375000716789348,False
11,3,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,19.0,10,10,221.0,22.1,2.64365067451978,0.7307692307692307,0.085972850678733,-1.1726208874261037,0.1999999999999999,-0.5307692307692308,0.1461538461538461,-0.387869822485207,-0.1061538461538461,3,0.3,-3.0,20.5,0.0,9,0.9,9,0.9,0.2488308541019458,,False,9,10,19,True,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,19.0,10,10,221.0,22.1,2.64365067451978,0.7307692307692307,0.085972850678733,-1.1726208874261037,0.1999999999999999,-0.5307692307692308,0.1461538461538461,-0.387869822485207,-0.1061538461538461,3,0.3,-3.0,20.5,0.0,9,0.9,9,0.9,0.6575194658160439,,False,0.08597285067873303,0.7259826530125278,0.1824138177407707,False
11,3,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,20.0,10,10,221.0,22.1,2.64365067451978,0.7692307692307693,0.090497737556561,-0.7943560850305864,0.4,-0.3692307692307692,0.3076923076923077,-0.2840236686390532,-0.1476923076923077,3,0.3,1.0,19.5,0.0,7,0.7,7,0.7,0.6698451426040103,5.0,False,7,8,15,False,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,20.0,10,10,221.0,22.1,2.64365067451978,0.7692307692307693,0.090497737556561,-0.7943560850305864,0.4,-0.3692307692307692,0.3076923076923077,-0.2840236686390532,-0.1476923076923077,3,0.3,1.0,19.5,0.0,7,0.7,7,0.7,0.6156761246318593,5.0,False,0.09049773755656108,0.6720262020891686,0.17977102329082695,False
11,3,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,0.0,24.0,0.0,2,0.2,2,0.2,0.9253111007186104,,False,2,1,3,False,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,0.0,24.0,0.0,2,0.2,2,0.2,0.8647971669832779,,False,0.1085972850678733,0.99326458590855,0.24054451110144348,False
11,3,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,2.0,22.0,0.0,5,0.5,5,0.5,0.8652273202858032,8.0,False,5,6,11,False,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,2.0,22.0,0.0,5,0.5,5,0.5,0.7109168365696086,8.0,False,0.10407239819004525,0.7948378766386494,0.2096602289219252,False
11,3,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,1.0,22.5,0.0,5,0.5,5,0.5,0.8887003159514736,,False,5,5,10,False,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,1.0,22.5,0.0,5,0.5,5,0.5,0.7429018496415555,,False,0.10407239819004525,0.8360821401046798,0.21513919820296784,False
