season,week,celebrity_name,ballroom_partner,results,elimination_week,week_total_judge,composite_attractiveness,judge_rank,fan_rank,rank_sum,predicted_eliminated_rank,is_eliminated_this_week,judge_percent,fan_percent,combined_percent,predicted_eliminated_percent
9,3,Debi Mazar,Maksim Chmerkoskiy,Eliminated Week 3,3.0,17.0,0.3756685724895038,10,11,21,False,True,0.06589147286821706,0.006939287170274589,0.07283076003849165,False
9,3,Donny Osmond,Kym Johnson,1st Place,,21.0,0.8950719909340172,4,4,8,False,False,0.08139534883720931,0.10728506063182659,0.18868040946903591,False
9,3,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,23.0,0.9325313751746938,3,2,5,False,False,0.08914728682170543,0.12069589526148838,0.2098431820831938,False
9,3,Kelly Osbourne,Louis van Amstel,3rd Place,,20.0,0.8766158888171893,6,6,12,False,False,0.07751937984496124,0.09931995923580925,0.17683933908077049,False
9,3,Louie Vito,Chelsie Hightower,Eliminated Week 6,6.0,20.0,0.8749458661516717,6,7,13,False,False,0.07751937984496124,0.09694891045684305,0.17446829030180427,False
9,3,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,7.0,18.0,0.6152525802323356,9,9,18,False,False,0.06976744186046512,0.08360782746999873,0.15337526933046386,False
9,3,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,6.0,19.0,0.7778872640660055,8,8,16,False,False,0.07364341085271318,0.09227472775845384,0.16591813861116703,False
9,3,Michael Irvin,Anna Demidova,Eliminated Week 7,7.0,14.0,0.123989705341758,13,12,25,True,False,0.05426356589147287,0.00397112987221254,0.05823469576368541,True
9,3,Mya,Dmitry Chaplin,2nd Place,,27.0,0.9469975859854236,1,1,2,False,False,0.10465116279069768,0.12076100762089959,0.22541217041159728,False
9,3,Natalie Coughlin,Alec Mazo,Eliminated Week 5,5.0,26.0,0.9218212146929822,2,3,5,False,False,0.10077519379844961,0.11427181870932389,0.2150470125077735,False
9,3,Tom DeLay,Cheryl Burke,Withdrew,3.0,15.0,0.0429533938138633,12,13,25,True,True,0.05813953488372093,0.0,0.05813953488372093,True
9,4,Aaron Carter,Karina Smirnoff,Eliminated Week 8,8.0,18.0,0.308180668857451,8,10,18,False,False,0.0743801652892562,0.0966460967800088,0.171026262069265,False
9,4,Chuck Liddell,Anna Trebunskaya,Eliminated Week 4,4.0,17.0,0.3575525456912496,9,9,18,False,True,0.07024793388429752,0.0,0.07024793388429752,True
9,4,Donny Osmond,Kym Johnson,1st Place,,24.0,0.8937571406491953,4,4,8,False,False,0.09917355371900827,0.10742626917458559,0.20659982289359385,False
9,4,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,26.0,0.9150479202609902,3,3,6,False,False,0.10743801652892562,0.12794442460812908,0.2353824411370547,False
9,4,Kelly Osbourne,Louis van Amstel,3rd Place,,23.0,0.847950198738741,6,6,12,False,False,0.09504132231404959,0.10340950735674151,0.19845082967079108,False
9,4,Louie Vito,Chelsie Hightower,Eliminated Week 6,6.0,16.0,0.5163631457986799,10,8,18,False,False,0.06611570247933884,0.0632212330942287,0.12933693557356754,False
9,4,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,7.0,22.0,0.826858575170432,7,7,14,False,False,0.09090909090909091,0.078155613122134,0.16906470403122492,False
9,4,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,6.0,28.0,0.9414816871838692,1,2,3,False,False,0.11570247933884298,0.1376052630035079,0.2533077423423509,False
9,4,Michael Irvin,Anna Demidova,Eliminated Week 7,7.0,16.0,0.1085389810243232,10,11,21,True,False,0.06611570247933884,0.0440246084063125,0.11014031088565135,False
9,4,Mya,Dmitry Chaplin,2nd Place,,28.0,0.941531218181906,1,1,2,False,False,0.11570247933884298,0.13098449372732215,0.24668697306616513,False
9,4,Natalie Coughlin,Alec Mazo,Eliminated Week 5,5.0,24.0,0.8807420905389365,4,5,9,False,False,0.09917355371900827,0.11058249072702961,0.20975604444603788,False
9,5,Aaron Carter,Karina Smirnoff,Eliminated Week 8,8.0,24.0,0.876377869648701,4,5,9,False,False,0.09917355371900827,0.11760767341062779,0.21678122712963604,False
9,5,Donny Osmond,Kym Johnson,1st Place,,29.0,0.9348931988979698,1,1,2,False,False,0.11983471074380166,0.13438800647694935,0.254222717220751,False
9,5,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,24.0,0.8869535150487284,4,4,8,False,False,0.09917355371900827,0.1245188025079816,0.22369235622698985,False
9,5,Kelly Osbourne,Louis van Amstel,3rd Place,,24.0,0.8560011391187222,4,6,10,False,False,0.09917355371900827,0.11322516034993266,0.21239871406894092,False
9,5,Louie Vito,Chelsie Hightower,Eliminated Week 6,6.0,22.0,0.7930428072817949,8,7,15,False,False,0.09090909090909091,0.08709672133855917,0.17800581224765008,False
9,5,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,7.0,26.0,0.9119453996431328,3,3,6,False,False,0.10743801652892562,0.11935058937834107,0.22678860590726668,False
9,5,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,6.0,23.0,0.6447477365248966,7,9,16,False,False,0.09504132231404959,0.10308400658038115,0.19812532889443074,False
9,5,Michael Irvin,Anna Demidova,Eliminated Week 7,7.0,21.0,0.2310439292537812,10,10,20,True,False,0.08677685950413223,0.07373047336713588,0.16050733287126812,False
9,5,Mya,Dmitry Chaplin,2nd Place,,27.0,0.9250734546395494,2,2,4,False,False,0.1115702479338843,0.12699856659009126,0.23856881452397555,False
9,5,Natalie Coughlin,Alec Mazo,Eliminated Week 5,5.0,22.0,0.6588871602090152,8,8,16,False,True,0.09090909090909091,0.0,0.09090909090909091,True
9,6,Aaron Carter,Karina Smirnoff,Eliminated Week 8,8.0,32.9998,0.8989683106814185,3,3,6,False,False,0.12692274704027823,0.16439509133465097,0.2913178383749292,False
9,6,Donny Osmond,Kym Johnson,1st Place,,30.9999,0.8603899712768542,5,5,10,False,False,0.1192307973373754,0.13664319702253996,0.25587399435991537,False
9,6,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,35.9999,0.926074842692286,1,1,2,False,False,0.13846163313642237,0.19306342349363795,0.3315250566300603,False
9,6,Kelly Osbourne,Louis van Amstel,3rd Place,,24.9998,0.821278044602184,6,6,12,False,False,0.09615340976180302,0.1245988645042166,0.22075227426601962,False
9,6,Louie Vito,Chelsie Hightower,Eliminated Week 6,6.0,24.0,0.7139339341940647,7,7,14,False,True,0.09230801183542559,0.0,0.09230801183542559,True
9,6,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,7.0,32.0,0.8936210043027635,4,4,8,False,False,0.12307734911390078,0.14970274524531507,0.27278009435921585,False
9,6,Melissa Joan Hart,Mark Ballas,Eliminated Week 6,6.0,23.9999,0.192089912166899,8,8,16,True,True,0.09230762721870961,0.004735862709499118,0.09704348992820873,True
9,6,Michael Irvin,Anna Demidova,Eliminated Week 7,7.0,21.9998,0.144143784479523,9,9,18,True,False,0.08461490828237482,0.056437096660169855,0.14105200494254466,False
9,6,Mya,Dmitry Chaplin,2nd Place,,33.0,0.924680255793169,2,2,4,False,False,0.12692351627371018,0.17042371902997067,0.29734723530368085,False
9,7,Aaron Carter,Karina Smirnoff,Eliminated Week 8,8.0,26.5,0.8392604935018719,2,4,6,False,False,0.150997150997151,0.1742604346629125,0.32525758566006346,False
9,7,Donny Osmond,Kym Johnson,1st Place,,26.0,0.865349492552846,3,3,6,False,False,0.14814814814814814,0.19330434775426258,0.3414524959024107,False
9,7,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,27.5,0.8988788915923913,1,1,2,False,False,0.15669515669515668,0.26169989901420215,0.41839505570935887,False
9,7,Kelly Osbourne,Louis van Amstel,3rd Place,,26.0,0.8719187264448317,3,2,5,False,False,0.14814814814814814,0.211891425803883,0.3600395739520311,False
9,7,Mark Dacascos,Lacey Schwimmer,Eliminated Week 7,7.0,21.5,0.2439147521503453,7,7,14,True,True,0.1225071225071225,0.0,0.1225071225071225,True
9,7,Michael Irvin,Anna Demidova,Eliminated Week 7,7.0,23.5,0.362637413390403,6,6,12,True,True,0.1339031339031339,0.006211028277814376,0.1401141621809483,True
9,7,Mya,Dmitry Chaplin,2nd Place,,24.5,0.7884674714652193,5,5,10,False,False,0.1396011396011396,0.15263286448692537,0.292234004088065,False
9,8,Aaron Carter,Karina Smirnoff,Eliminated Week 8,8.0,25.0,0.8140186214860594,4,5,9,True,True,0.19083969465648856,0.0,0.19083969465648856,True
9,8,Donny Osmond,Kym Johnson,1st Place,,25.0,0.8176557908391902,4,4,8,False,False,0.19083969465648856,0.14901100345505414,0.33985069811154267,False
9,8,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,26.0,0.8996780320518065,2,2,4,False,False,0.1984732824427481,0.2941167175959824,0.4925900000387305,False
9,8,Kelly Osbourne,Louis van Amstel,3rd Place,,25.5,0.8465959132524034,3,3,6,False,False,0.1946564885496183,0.2323321281308659,0.4269886166804842,False
9,8,Mya,Dmitry Chaplin,2nd Place,,29.5,0.9408991643683854,1,1,2,False,False,0.22519083969465647,0.3245401508180976,0.5497309905127541,False
9,9,Donny Osmond,Kym Johnson,1st Place,,24.666600000000003,0.6362699940167454,4,4,8,True,False,0.23125016992245911,0.16903703119715274,0.40028720111961186,False
9,9,Joanna Krupa,Derek Hough,Eliminated Week 9,9.0,27.0,0.8965862071945407,2,2,4,False,True,0.2531258701201785,0.0,0.2531258701201785,True
9,9,Kelly Osbourne,Louis van Amstel,3rd Place,,25.9998,0.8408354010702258,3,3,6,False,False,0.2437489628870599,0.23385801936269937,0.4776069822497593,False
9,9,Mya,Dmitry Chaplin,2nd Place,,28.9999,0.9265545125043418,1,1,2,False,False,0.27187499707030244,0.5971049494401479,0.8689799465104504,False
10,2,Aiden Turner,Edyta Sliwinska,Eliminated Week 4,4.0,19.0,0.7849868274827796,8,8,16,False,False,0.08636363636363636,0.08961131052707819,0.17597494689071455,False
10,2,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,3.0,12.0,0.5119011936700177,11,9,20,False,False,0.05454545454545454,0.06498291342595552,0.11952836797141006,False
10,2,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,16.0,0.2361570392356395,9,10,19,False,False,0.07272727272727272,0.07731815950363358,0.1500454322309063,False
10,2,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,23.0,0.9099348079500204,3,3,6,False,False,0.10454545454545454,0.12605875236888908,0.23060420691434363,False
10,2,Evan Lysacek,Anna Trebunskaya,2nd Place,,24.0,0.9185466469205932,2,2,4,False,False,0.10909090909090909,0.12917693890162374,0.2382678479925328,False
10,2,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,6.0,20.0,0.8223201974519712,6,7,13,False,False,0.09090909090909091,0.08648002556967078,0.1773891164787617,False
10,2,Kate Gosselin,Tony Dovolani,Eliminated Week 5,5.0,15.0,0.1272250178446584,10,11,21,True,False,0.06818181818181818,0.06278341643745204,0.13096523461927023,False
10,2,Nicole Scherzinger,Derek Hough,1st Place,,28.0,0.952593949898031,1,1,2,False,False,0.12727272727272726,0.1480636676751484,0.27533639494787565,False
10,2,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,21.0,0.8812171704449868,5,5,10,False,False,0.09545454545454546,0.10589364102572695,0.20134818648027242,False
10,2,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,22.0,0.9007242704335776,4,4,8,False,False,0.1,0.10963117456482178,0.20963117456482178,False
10,2,Shannen Doherty,Mark Ballas,Eliminated Week 2,2.0,20.0,0.8583109495119824,6,6,12,False,True,0.09090909090909091,0.0,0.09090909090909091,True
10,3,Aiden Turner,Edyta Sliwinska,Eliminated Week 4,4.0,20.0,0.8003473474266801,7,7,14,False,False,0.09852216748768473,0.09342920880568185,0.1919513762933666,False
10,3,Buzz Aldrin,Ashly DelGrosso,Eliminated Week 3,3.0,13.0,0.2781134535560489,10,10,20,True,True,0.06403940886699508,0.0,0.06403940886699508,True
10,3,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,20.0,0.7537930172833149,7,8,15,False,False,0.09852216748768473,0.093149022736623,0.19167119022430773,False
10,3,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,23.0,0.9170123292451128,2,3,5,False,False,0.11330049261083744,0.1340502082471682,0.24735070085800565,False
10,3,Evan Lysacek,Anna Trebunskaya,2nd Place,,26.0,0.929725806073066,1,1,2,False,False,0.12807881773399016,0.1365459163004989,0.26462473403448905,False
10,3,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,6.0,21.0,0.8861238463963765,4,4,8,False,False,0.10344827586206896,0.10738843798766981,0.2108367138497388,False
10,3,Kate Gosselin,Tony Dovolani,Eliminated Week 5,5.0,15.0,0.4261598095358118,9,9,18,False,False,0.07389162561576355,0.07179242117746902,0.14568404679323257,False
10,3,Nicole Scherzinger,Derek Hough,1st Place,,23.0,0.9170826705779668,2,2,4,False,False,0.11330049261083744,0.14019573251383452,0.25349622512467196,False
10,3,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,21.0,0.8839574537938053,4,5,9,False,False,0.10344827586206896,0.11266703593590455,0.2161153117979735,False
10,3,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,21.0,0.8760966057967293,4,6,10,False,False,0.10344827586206896,0.11078201629515017,0.21423029215721912,False
10,4,Aiden Turner,Edyta Sliwinska,Eliminated Week 4,4.0,16.5,0.5776394696648024,8,7,15,False,True,0.0889487870619946,0.0,0.0889487870619946,True
10,4,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,22.0,0.8715184221477998,4,4,8,False,False,0.11859838274932614,0.1413348068564957,0.25993318960582185,False
10,4,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,19.5,0.6833959866767167,5,5,10,False,False,0.10512129380053908,0.1320829220930232,0.23720421589356228,False
10,4,Evan Lysacek,Anna Trebunskaya,2nd Place,,26.0,0.9258991739732548,1,2,3,False,False,0.14016172506738545,0.1594166246082406,0.299578349675626,False
10,4,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,6.0,19.0,0.6434103755538529,6,6,12,False,False,0.10242587601078167,0.07569554080743408,0.17812141681821575,False
10,4,Kate Gosselin,Tony Dovolani,Eliminated Week 5,5.0,16.0,0.563305373874788,9,8,17,True,False,0.0862533692722372,0.08061058038183999,0.1668639496540772,False
10,4,Nicole Scherzinger,Derek Hough,1st Place,,25.0,0.9301736631925468,2,1,3,False,False,0.1347708894878706,0.1627384676157062,0.29750935710357684,False
10,4,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,18.0,0.3680862188868331,7,9,16,False,False,0.09703504043126684,0.11038432586397665,0.2074193662952435,False
10,4,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,23.5,0.9001344085186587,3,3,6,False,False,0.12668463611859837,0.1377367317732837,0.2644213678918821,False
10,5,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,18.0,0.2347916439572165,6,7,13,False,False,0.10404624277456648,0.13200929667994774,0.2360555394545142,False
10,5,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,22.0,0.8770041505344072,4,4,8,False,False,0.12716763005780346,0.15423640553954424,0.2814040355973477,False
10,5,Evan Lysacek,Anna Trebunskaya,2nd Place,,27.0,0.9052175341741908,2,2,4,False,False,0.15606936416184972,0.16763399925858685,0.3237033634204366,False
10,5,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,6.0,23.0,0.8931509826557129,3,3,6,False,False,0.1329479768786127,0.15700594260393969,0.2899539194825524,False
10,5,Kate Gosselin,Tony Dovolani,Eliminated Week 5,5.0,15.0,0.1007192221983219,8,8,16,True,True,0.08670520231213873,0.0,0.08670520231213873,True
10,5,Nicole Scherzinger,Derek Hough,1st Place,,29.0,0.9437989153757368,1,1,2,False,False,0.1676300578034682,0.19277979226091083,0.36040985006437903,False
10,5,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,18.0,0.4756126509233839,6,6,12,False,False,0.10404624277456648,0.10947293164349384,0.21351917441806031,False
10,5,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,21.0,0.7742598551025622,5,5,10,False,False,0.12138728323699421,0.0868616320135768,0.20824891525057102,False
10,6,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,30.9999,0.875893518833704,3,3,6,False,False,0.14832537716633504,0.18431568263947007,0.3326410598058051,False
10,6,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,34.0,0.9154947143781024,2,2,4,False,False,0.16267997069846646,0.19314740929732752,0.35582737999579395,False
10,6,Evan Lysacek,Anna Trebunskaya,2nd Place,,27.0,0.8305519420225744,5,5,10,False,False,0.12918703555466454,0.13045509925582252,0.25964213481048704,False
10,6,Jake Pavelka,Chelsie Hightower,Eliminated Week 6,6.0,24.9999,0.5217056167753631,7,7,14,True,True,0.11961714704307623,0.0,0.11961714704307623,True
10,6,Nicole Scherzinger,Derek Hough,1st Place,,35.9999,0.937838487942914,1,1,2,False,False,0.17224890226905065,0.21542797449900436,0.387676876768055,False
10,6,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,25.9998,0.7174631521637442,6,6,12,False,False,0.12440137359311731,0.12815003819966314,0.25255141179278046,False
10,6,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,29.9998,0.8660280947830854,4,4,8,False,False,0.14354019367528983,0.14850379610871253,0.29204398978400237,False
10,7,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,26.0,0.8102338570876297,3,3,6,False,False,0.16720257234726688,0.22537339524198155,0.3925759675892484,False
10,7,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,25.5,0.3911601785402975,4,6,10,False,False,0.1639871382636656,0.192975739902187,0.3569628781658526,False
10,7,Evan Lysacek,Anna Trebunskaya,2nd Place,,27.0,0.8548781986601934,1,2,3,False,False,0.17363344051446947,0.24221875867992784,0.4158521991943973,False
10,7,Nicole Scherzinger,Derek Hough,1st Place,,27.0,0.9082750561631446,1,1,2,False,False,0.17363344051446947,0.2782738842381256,0.4519073247525951,False
10,7,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,24.5,0.5910081499168982,6,5,11,True,False,0.15755627009646303,0.061158221937777965,0.21871449203424098,False
10,7,Pamela Anderson,Damian Whitewood,Eliminated Week 7,7.0,25.5,0.7792645370104407,4,4,8,False,True,0.1639871382636656,0.0,0.1639871382636656,True
10,8,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,22.5,0.5870746656886436,4,4,8,False,False,0.17786561264822134,0.1964716777277726,0.37433729037599395,False
10,8,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,26.5,0.8881503941995317,2,2,4,False,False,0.20948616600790515,0.2582812129630503,0.46776737897095544,False
10,8,Evan Lysacek,Anna Trebunskaya,2nd Place,,26.5,0.8816130072126125,2,3,5,False,False,0.20948616600790515,0.24812586166428952,0.45761202767219467,False
10,8,Nicole Scherzinger,Derek Hough,1st Place,,29.5,0.9358687176586326,1,1,2,False,False,0.233201581027668,0.2971212476448875,0.5303228286725555,False
10,8,Niecy Nash,Louis van Amstel,Eliminated Week 8,8.0,21.5,0.1838257703562004,5,5,10,True,True,0.16996047430830039,0.0,0.16996047430830039,True
10,9,Chad Ochocinco,Cheryl Burke,Eliminated Week 9,9.0,26.0,0.7921856115746722,4,4,8,True,True,0.23008849557522124,0.0,0.23008849557522124,True
10,9,Erin Andrews,Maksim Chmerkoskiy,3rd Place,,28.0,0.8468333246932342,3,3,6,False,False,0.24778761061946902,0.2156467742213991,0.46343438484086813,False
10,9,Evan Lysacek,Anna Trebunskaya,2nd Place,,29.5,0.8756186148430738,1,2,3,False,False,0.2610619469026549,0.3811336339854003,0.6421955808880552,False
10,9,Nicole Scherzinger,Derek Hough,1st Place,,29.5,0.928598889833542,1,1,2,False,False,0.2610619469026549,0.40321959179320066,0.6642815386958556,False
11,1,Audrina Patridge,Tony Dovolani,Eliminated Week 6,6.0,19.0,0.8749801561243791,5,6,11,False,False,0.08370044052863436,0.09426685793509508,0.17796729846372944,False
11,1,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,9.0,23.0,0.923870588691884,2,3,5,False,False,0.1013215859030837,0.10832681026064776,0.20964839616373146,False
11,1,Bristol Palin,Mark Ballas,3rd Place,,18.0,0.8613012410554991,7,7,14,False,False,0.07929515418502203,0.09258320283412222,0.17187835701914425,False
11,1,David Hasselhoff,Kym Johnson,Eliminated Week 1,1.0,15.0,0.3031256519794583,10,12,22,True,True,0.06607929515418502,0.0,0.06607929515418502,True
11,1,Florence Henderson,Corky Ballas,Eliminated Week 5,5.0,18.0,0.7711470210418128,7,8,15,False,False,0.07929515418502203,0.07798632917236695,0.15728148335738898,False
11,1,Jennifer Grey,Derek Hough,1st Place,,24.0,0.9466013872790344,1,1,2,False,False,0.10572687224669604,0.11610894418399965,0.2218358164306957,False
11,1,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,8.0,19.0,0.8816694268197052,5,5,10,False,False,0.08370044052863436,0.09127279893208445,0.1749732394607188,False
11,1,Kyle Massey,Lacey Schwimmer,2nd Place,,23.0,0.9364429734320358,2,2,4,False,False,0.1013215859030837,0.10830583294563877,0.20962741884872246,False
11,1,Margaret Cho,Louis van Amstel,Eliminated Week 3,3.0,15.0,0.5798810014148204,10,10,20,False,False,0.06607929515418502,0.07171389514939805,0.13779319030358306,False
11,1,Michael Bolton,Chelsie Hightower,Eliminated Week 2,2.0,16.0,0.6766195980222864,9,9,18,False,False,0.07048458149779736,0.06736405330150486,0.1378486347993022,False
11,1,Rick Fox,Cheryl Burke,Eliminated Week 7,7.0,22.0,0.8895094412991426,4,4,8,False,False,0.09691629955947137,0.10043568591007764,0.19735198546954902,False
11,1,The Situation,Karina Smirnoff,Eliminated Week 4,4.0,15.0,0.5582491673179211,10,11,21,False,False,0.06607929515418502,0.07163558937506465,0.13771488452924968,False
11,2,Audrina Patridge,Tony Dovolani,Eliminated Week 6,6.0,23.0,0.9118991460650722,2,4,6,False,False,0.10407239819004525,0.11726836207429164,0.2213407602643369,False
11,2,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,9.0,21.0,0.8736277327048578,5,6,11,False,False,0.09502262443438914,0.10421055169691079,0.19923317613129993,False
11,2,Bristol Palin,Mark Ballas,3rd Place,,22.0,0.91632918452807,3,3,6,False,False,0.09954751131221719,0.11873657718522848,0.21828408849744568,False
11,2,Florence Henderson,Corky Ballas,Eliminated Week 5,5.0,19.0,0.4958670770361286,8,10,18,False,False,0.08597285067873303,0.08295558583591812,0.16892843651465117,False
11,2,Jennifer Grey,Derek Hough,1st Place,,24.0,0.94341421028197,1,1,2,False,False,0.1085972850678733,0.12701016066195964,0.23560744572983294,False
11,2,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,8.0,21.0,0.8761715969503289,5,5,10,False,False,0.09502262443438914,0.09911642266765508,0.19413904710204422,False
11,2,Kyle Massey,Lacey Schwimmer,2nd Place,,22.0,0.917547777607673,3,2,5,False,False,0.09954751131221719,0.11416221332226109,0.2137097246344783,False
11,2,Margaret Cho,Louis van Amstel,Eliminated Week 3,3.0,18.0,0.7822201613677492,9,8,17,False,False,0.08144796380090498,0.0465497350164955,0.12799769881740047,False
11,2,Michael Bolton,Chelsie Hightower,Eliminated Week 2,2.0,12.0,0.1512124248786742,11,11,22,True,True,0.05429864253393665,0.0,0.05429864253393665,True
11,2,Rick Fox,Cheryl Burke,Eliminated Week 7,7.0,21.0,0.8675545953424565,5,7,12,False,False,0.09502262443438914,0.10604409587873867,0.2010667203131278,False
11,2,The Situation,Karina Smirnoff,Eliminated Week 4,4.0,18.0,0.7769215097265139,9,9,18,False,False,0.08144796380090498,0.083946295660541,0.16539425946144598,False
11,3,Audrina Patridge,Tony Dovolani,Eliminated Week 6,6.0,26.0,0.9223930152411476,1,2,3,False,False,0.11764705882352941,0.13284197172184148,0.25048903054537086,False
11,3,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,9.0,24.0,0.9219307232512796,2,3,5,False,False,0.1085972850678733,0.1289027866110615,0.2375000716789348,False
11,3,Bristol Palin,Mark Ballas,3rd Place,,19.0,0.2488308541019458,9,10,19,True,False,0.08597285067873303,0.09644096706203767,0.1824138177407707,False
11,3,Florence Henderson,Corky Ballas,Eliminated Week 5,5.0,20.0,0.6698451426040103,7,8,15,False,False,0.09049773755656108,0.08927328573426586,0.17977102329082695,False
11,3,Jennifer Grey,Derek Hough,1st Place,,24.0,0.9253111007186104,2,1,3,False,False,0.1085972850678733,0.13194722603357018,0.24054451110144348,False
11,3,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,8.0,23.0,0.8652273202858032,5,6,11,False,False,0.10407239819004525,0.10558783073187997,0.2096602289219252,False
11,3,Kyle Massey,Lacey Schwimmer,2nd Place,,23.0,0.8887003159514736,5,5,10,False,False,0.10407239819004525,0.11106680001292257,0.21513919820296784,False
11,3,Margaret Cho,Louis van Amstel,Eliminated Week 3,3.0,18.0,0.3788214743720489,10,9,19,False,True,0.08144796380090498,0.0,0.08144796380090498,True
11,3,Rick Fox,Cheryl Burke,Eliminated Week 7,7.0,24.0,0.9113949378621647,2,4,6,False,False,0.1085972850678733,0.12950511809400936,0.23810240316188266,False
11,3,The Situation,Karina Smirnoff,Eliminated Week 4,4.0,20.0,0.8403349876987016,7,7,14,False,False,0.09049773755656108,0.07443401399841151,0.16493175155497258,False
11,4,Audrina Patridge,Tony Dovolani,Eliminated Week 6,6.0,23.0,0.8698649779360677,3,4,7,False,False,0.12849162011173185,0.1389381768419024,0.2674297969536342,False
11,4,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,9.0,24.0,0.9120940307635624,2,2,4,False,False,0.1340782122905028,0.147920215281586,0.2819984275720888,False
11,4,Bristol Palin,Mark Ballas,3rd Place,,16.0,0.1998102658393189,8,8,16,False,False,0.0893854748603352,0.11406382982142192,0.20344930468175712,False
11,4,Florence Henderson,Corky Ballas,Eliminated Week 5,5.0,17.5,0.2048075077717449,6,6,12,False,False,0.09776536312849161,0.09071204371523164,0.18847740684372327,False
11,4,Jennifer Grey,Derek Hough,1st Place,,28.0,0.9450114930775856,1,1,2,False,False,0.1564245810055866,0.16077597488190482,0.3172005558874914,False
11,4,Kurt Warner,Anna Trebunskaya,Eliminated Week 8,8.0,17.0,0.2010842959455252,7,7,14,False,False,0.09497206703910614,0.09063824787373873,0.18561031491284485,False
11,4,Kyle Massey,Lacey Schwimmer,2nd Place,,20.0,0.8877687710335411,4,3,7,False,False,0.11173184357541899,0.1341138728540818,0.2458457164295008,False
11,4,Rick Fox,Cheryl Burke,Eliminated Week 7,7.0,19.5,0.4303759919720445,5,5,10,False,False,0.10893854748603352,0.12283763873013272,0.23177618621616625,False
11,4,The Situation,Karina Smirnoff,Eliminated Week 4,4.0,14.0,0.0583790042540207,9,9,18,True,True,0.0782122905027933,0.0,0.0782122905027933,True
11,5,Audrina Patridge,Tony Dovolani,Eliminated Week 6,6.0,23.0,0.8432292154234736,5,5,10,False,False,0.12637362637362637,0.1322784041984299,0.25865203057205627,False
11,5,Brandy,Maksim Chmerkoskiy,Eliminated Week 9,9.0,27.0,0.9323971251497783,1,1,2,False,False,0.14835164835164835,0.1743368469834294,0.32268849533507776,False
11,5,Bristol Palin,Mark Ballas,3rd Place,,18.0,0.7200355329021,8,6,14,False,False,0.0989010989010989,0.10523190445299896,0.20413300335409784,False
11,5,Florence Henderson,Corky Ballas,Eliminated Week 5,5.0,21.0,0.6015265973139119,6,7,13,False,True,0.11538461538461539,0.0,0.11538461538461539,True
11,5,Jennifer Grey,Derek Hough,1st Place,,25.0,0.9135279420608626,2,2,4,False,False,0.13736263736263737,0.17044315291638135,0.3078057902790187,False
