season,week,celebrity_name,ballroom_partner,method,conflict_degree,conflict_type,judge_rank,fan_rank,judge_percent,fan_percent,final_rank,final_percent
20,8,Nastia Liukin,Derek Hough,rank,0.25,B,3,4,0.1796690307328605,0.2546669095093535,3.0,0.8
20,8,Noah Galloway,Sharna Burgess,rank,0.16666666666666666,B,5,6,0.1489361702127659,0.1840109714337562,5.0,0.4
20,8,Riker Lynch,Allison Holker,rank,0.0,B,2,2,0.1843971631205673,0.2393697578383922,2.0,0.6
20,8,Robert Herjavec,Kym Johnson,rank,0.16666666666666666,A,6,5,0.1465721040189125,0.0,5.0,0.0
20,8,Rumer Willis,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.1891252955082742,0.2807698599095355,1.0,1.0
20,9,Nastia Liukin,Derek Hough,rank,0.0,B,1,1,0.2547770700636942,0.0,1.0,0.0
20,9,Noah Galloway,Sharna Burgess,rank,0.25,A,4,3,0.2420382165605095,0.1846074794928578,3.0,0.33333333333333337
20,9,Riker Lynch,Allison Holker,rank,0.5,B,1,2,0.2547770700636942,0.4865827398006986,2.0,1.0
20,9,Rumer Willis,Valentin Chmerkovskiy,rank,0.25,B,3,4,0.2484076433121019,0.3288097807064435,3.0,0.6666666666666667
21,2,Alek Skarlatos,Lindsay Arnold,rank,0.5,A,4,2,0.0831792975970425,0.107082268676918,2.0,0.75
21,2,Alexa PenaVega,Mark Ballas,rank,0.5714285714285714,B,3,7,0.0850277264325323,0.1126881848196498,6.0,0.8333333333333334
21,2,Andy Grammer,Allison Holker,rank,0.25,A,8,6,0.0813308687615526,0.0774561817736257,8.0,0.41666666666666663
21,2,Bindi Irwin,Derek Hough,rank,0.7777777777777778,B,2,9,0.088724584103512,0.1196205029739015,7.0,0.9166666666666666
21,2,Carlos PenaVega,Witney Carson,rank,0.2,B,4,5,0.0831792975970425,0.1070350379568273,5.0,0.6666666666666667
21,2,Chaka Khan,Keo Motsepe,rank,0.0,B,13,13,0.055452865064695,0.0,13.0,0.0
21,2,Gary Busey,Anna Trebunskaya,rank,0.0,B,12,12,0.0609981515711645,0.0349784171628739,12.0,0.25
21,2,Hayes Grier,Emma Slater,rank,0.0,B,4,4,0.0831792975970425,0.1038453961931059,4.0,0.5
21,2,Kim Zolciak-Biermann,Tony Dovolani,rank,0.1111111111111111,A,9,8,0.0683918669131238,0.0177962924611029,9.0,0.08333333333333337
21,2,Nick Carter,Sharna Burgess,rank,0.25,A,4,3,0.0831792975970425,0.1048330870045628,3.0,0.5833333333333333
21,2,Paula Deen,Louis van Amstel,rank,0.1,B,9,10,0.0683918669131238,0.0774951040287966,10.0,0.33333333333333337
21,2,Tamar Braxton,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.0905730129390018,0.1190843346747133,1.0,1.0
21,2,Victor Espinoza,Karina Smirnoff,rank,0.18181818181818182,B,9,11,0.0683918669131238,0.0180851922739219,11.0,0.16666666666666663
21,4,Alek Skarlatos,Lindsay Arnold,rank,0.0,B,6,6,0.1016949152542373,0.1139832652762208,6.0,0.4444444444444444
21,4,Alexa PenaVega,Mark Ballas,rank,0.2,B,8,10,0.0889830508474576,0.1061663321749552,9.0,0.2222222222222222
21,4,Andy Grammer,Allison Holker,rank,0.125,B,7,8,0.097457627118644,0.1001963394117523,7.0,0.33333333333333337
21,4,Bindi Irwin,Derek Hough,rank,0.0,B,1,1,0.1186440677966101,0.1475731939462687,1.0,1.0
21,4,Carlos PenaVega,Witney Carson,rank,0.0,B,5,5,0.1059322033898305,0.1163491531053625,5.0,0.5555555555555556
21,4,Gary Busey,Anna Trebunskaya,rank,0.1,A,10,9,0.0677966101694915,0.0,10.0,0.0
21,4,Hayes Grier,Emma Slater,rank,0.3333333333333333,B,2,3,0.1144067796610169,0.1308012787082604,3.0,0.6666666666666667
21,4,Nick Carter,Sharna Burgess,rank,0.0,B,2,2,0.1144067796610169,0.1319283521489982,2.0,0.7777777777777778
21,4,Paula Deen,Louis van Amstel,rank,0.2222222222222222,A,9,7,0.0762711864406779,0.0197766563365661,8.0,0.11111111111111116
21,4,Tamar Braxton,Valentin Chmerkovskiy,rank,0.5,B,2,4,0.1144067796610169,0.1332254288916154,4.0,0.8888888888888888
21,6,Alek Skarlatos,Lindsay Arnold,rank,0.0,B,7,7,0.0958466453674121,0.108024521597999,7.0,0.125
21,6,Alexa PenaVega,Mark Ballas,rank,0.2222222222222222,B,7,9,0.0958466453674121,0.1110389245950882,8.0,0.25
21,6,Andy Grammer,Allison Holker,rank,0.0,B,1,1,0.1277955271565495,0.1393993024234462,1.0,0.75
21,6,Bindi Irwin,Derek Hough,rank,0.8333333333333334,B,1,6,0.1277955271565495,0.1513514705592133,4.0,1.0
21,6,Carlos PenaVega,Witney Carson,rank,0.0,B,5,5,0.121405750798722,0.1124363625582417,5.0,0.5
21,6,Hayes Grier,Emma Slater,rank,0.3333333333333333,A,6,4,0.1022364217252396,0.1094031802266257,5.0,0.375
21,6,Nick Carter,Sharna Burgess,rank,0.5,A,4,2,0.1246006389776357,0.1222568730667052,3.0,0.625
21,6,Paula Deen,Louis van Amstel,rank,0.1111111111111111,A,9,8,0.0766773162939297,0.0,9.0,0.0
21,6,Tamar Braxton,Valentin Chmerkovskiy,rank,0.6666666666666666,B,1,3,0.1277955271565495,0.1460893649726803,2.0,0.875
21,7,Alek Skarlatos,Lindsay Arnold,rank,0.0,B,8,8,0.1199095022624434,0.0866982161724694,8.0,0.1428571428571429
21,7,Alexa PenaVega,Mark Ballas,rank,0.16666666666666666,B,5,6,0.1244343891402715,0.1332125880123797,5.0,0.5714285714285714
21,7,Andy Grammer,Allison Holker,rank,0.5,A,2,1,0.1266968325791855,0.1554858411043717,1.0,0.7142857142857143
21,7,Bindi Irwin,Derek Hough,rank,0.75,B,1,4,0.1312217194570135,0.2107996654466631,3.0,1.0
21,7,Carlos PenaVega,Witney Carson,rank,0.0,B,2,2,0.1266968325791855,0.1719149778408573,2.0,0.8571428571428572
21,7,Hayes Grier,Emma Slater,rank,0.3333333333333333,B,2,3,0.1266968325791855,0.0,3.0,0.0
21,7,Nick Carter,Sharna Burgess,rank,0.16666666666666666,A,6,5,0.1221719457013574,0.1166369673479365,5.0,0.2857142857142857
21,7,Tamar Braxton,Valentin Chmerkovskiy,rank,0.14285714285714285,B,6,7,0.1221719457013574,0.1252517440753218,7.0,0.4285714285714286
21,8,Alek Skarlatos,Lindsay Arnold,rank,0.14285714285714285,B,6,7,0.1288663779372513,0.0617552519230691,7.0,0.16666666666666663
21,8,Alexa PenaVega,Mark Ballas,rank,0.16666666666666666,B,5,6,0.1391746572412079,0.1433525300013942,5.0,0.33333333333333337
21,8,Andy Grammer,Allison Holker,rank,0.2857142857142857,A,7,5,0.1237106918887378,0.0,6.0,0.0
21,8,Bindi Irwin,Derek Hough,rank,0.25,B,3,4,0.1443303432897215,0.2165774562614813,4.0,0.8333333333333334
21,8,Carlos PenaVega,Witney Carson,rank,0.0,B,2,2,0.149483967476188,0.2072858744353955,2.0,0.6666666666666667
21,8,Nick Carter,Sharna Burgess,rank,0.0,B,1,1,0.1701036188771717,0.2203867596813322,1.0,1.0
21,8,Tamar Braxton,Valentin Chmerkovskiy,rank,0.0,B,3,3,0.1443303432897215,0.1506421276973275,3.0,0.5
21,9,Alek Skarlatos,Lindsay Arnold,rank,0.2,A,5,4,0.155015197568389,0.1763167464998077,4.0,0.6
21,9,Alexa PenaVega,Mark Ballas,rank,0.0,B,1,1,0.182370820668693,0.1084421173231478,1.0,0.19999999999999996
21,9,Bindi Irwin,Derek Hough,rank,0.5,B,1,2,0.182370820668693,0.3201194987858812,2.0,1.0
21,9,Carlos PenaVega,Witney Carson,rank,0.2,B,4,5,0.1641337386018237,0.1595591635821037,4.0,0.4
21,9,Nick Carter,Sharna Burgess,rank,0.0,B,3,3,0.1671732522796352,0.2355624738090595,3.0,0.8
21,9,Tamar Braxton,Valentin Chmerkovskiy,rank,0.0,B,6,6,0.1489361702127659,0.0,6.0,0.0
21,11,Alek Skarlatos,Lindsay Arnold,rank,0.0,B,4,4,0.2372874892266858,0.2284512139880787,4.0,0.33333333333333337
21,11,Bindi Irwin,Derek Hough,rank,0.6666666666666666,B,1,3,0.2542375035911047,0.4840835654128868,3.0,1.0
21,11,Carlos PenaVega,Witney Carson,rank,0.0,B,1,1,0.2542375035911047,0.0,1.0,0.0
21,11,Nick Carter,Sharna Burgess,rank,0.5,B,1,2,0.2542375035911047,0.2874652205990344,2.0,0.6666666666666667
22,2,Antonio Brown,Sharna Burgess,rank,0.1,B,9,10,0.0805084745762711,0.0796428131628901,10.0,0.2727272727272727
22,2,Doug Flutie,Karina Smirnoff,rank,0.16666666666666666,B,5,6,0.0847457627118644,0.0947171814730908,6.0,0.5454545454545454
22,2,Geraldo Rivera,Edyta Sliwinska,rank,0.0,B,12,12,0.0550847457627118,0.0,12.0,0.0
22,2,Ginger Zee,Valentin Chmerkovskiy,rank,0.0,B,3,3,0.0889830508474576,0.1069717912733745,3.0,0.8181818181818181
22,2,Jodie Sweetin,Keo Motsepe,rank,0.25,B,3,4,0.0889830508474576,0.0988471089507732,4.0,0.7272727272727273
22,2,Kim Fields,Sasha Farber,rank,0.0,B,9,9,0.0805084745762711,0.0666595640150098,9.0,0.18181818181818177
22,2,Marla Maples,Tony Dovolani,rank,0.375,B,5,8,0.0847457627118644,0.0932796695393298,8.0,0.36363636363636365
22,2,Mischa Barton,Artem Chigvintsev,rank,0.0,B,11,11,0.0635593220338983,0.0378728467604574,11.0,0.09090909090909094
22,2,Nyle DiMarco,Peta Murgatroyd,rank,0.2857142857142857,B,5,7,0.0847457627118644,0.0943263446805425,7.0,0.4545454545454546
22,2,Paige VanZant,Mark Ballas,rank,0.5,B,1,2,0.1016949152542373,0.1167068506675376,2.0,1.0
22,2,Von Miller,Witney Carson,rank,0.0,B,5,5,0.0847457627118644,0.0984755762909647,5.0,0.6363636363636364
22,2,Wanya Morris,Lindsay Arnold,rank,0.0,B,1,1,0.1016949152542373,0.1125002531860292,1.0,0.9090909090909091
22,3,Antonio Brown,Sharna Burgess,rank,0.2,B,8,10,0.0843881856540084,0.0867590595029981,10.0,0.19999999999999996
22,3,Doug Flutie,Karina Smirnoff,rank,0.0,B,8,8,0.0843881856540084,0.0830173542557352,8.0,0.09999999999999998
22,3,Ginger Zee,Valentin Chmerkovskiy,rank,0.0,B,6,6,0.0886075949367088,0.097400273696224,6.0,0.6
22,3,Jodie Sweetin,Keo Motsepe,rank,0.4,B,3,5,0.0970464135021097,0.1060722242155475,4.0,0.7
22,3,Kim Fields,Sasha Farber,rank,0.2,A,5,4,0.0928270042194092,0.0893370132282598,5.0,0.5
22,3,Marla Maples,Tony Dovolani,rank,0.14285714285714285,B,6,7,0.0886075949367088,0.0919487254607757,7.0,0.4
22,3,Mischa Barton,Artem Chigvintsev,rank,0.0,B,11,11,0.0759493670886076,0.0,11.0,0.0
22,3,Nyle DiMarco,Peta Murgatroyd,rank,0.0,B,1,1,0.1054852320675105,0.1209479745516548,1.0,1.0
22,3,Paige VanZant,Mark Ballas,rank,0.0,B,3,3,0.0970464135021097,0.1163798791352734,3.0,0.8
22,3,Von Miller,Witney Carson,rank,0.1111111111111111,B,8,9,0.0843881856540084,0.0907140082266967,9.0,0.30000000000000004
22,3,Wanya Morris,Lindsay Arnold,rank,0.0,B,2,2,0.1012658227848101,0.1174234877268344,2.0,0.9
22,4,Antonio Brown,Sharna Burgess,rank,0.25,B,3,4,0.109717868338558,0.1304970725961033,4.0,0.7777777777777778
22,4,Doug Flutie,Karina Smirnoff,rank,0.0,B,10,10,0.0752351097178683,0.070349573721057,10.0,0.2222222222222222
22,4,Ginger Zee,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.1128526645768025,0.1465461025741823,1.0,0.8888888888888888
22,4,Jodie Sweetin,Keo Motsepe,rank,0.0,B,9,9,0.0846394984326018,0.0411846160268131,9.0,0.11111111111111116
22,4,Kim Fields,Sasha Farber,rank,0.14285714285714285,B,6,7,0.1003134796238244,0.1065374919524382,7.0,0.33333333333333337
22,4,Marla Maples,Tony Dovolani,rank,0.0,B,8,8,0.0877742946708464,0.0,8.0,0.0
22,4,Nyle DiMarco,Peta Murgatroyd,rank,0.16666666666666666,B,5,6,0.1065830721003134,0.1141918900679112,5.0,0.5555555555555556
22,4,Paige VanZant,Mark Ballas,rank,0.5,B,1,2,0.1128526645768025,0.1487038331463192,2.0,1.0
22,4,Von Miller,Witney Carson,rank,0.16666666666666666,A,6,5,0.1003134796238244,0.1126252222550898,5.0,0.4444444444444444
22,4,Wanya Morris,Lindsay Arnold,rank,0.0,B,3,3,0.109717868338558,0.1293641976600856,3.0,0.6666666666666667
22,6,Antonio Brown,Sharna Burgess,rank,0.5714285714285714,B,3,7,0.118942731277533,0.1399288513493493,5.0,0.75
22,6,Doug Flutie,Karina Smirnoff,rank,0.0,B,9,9,0.092511013215859,0.0,9.0,0.0
22,6,Ginger Zee,Valentin Chmerkovskiy,rank,0.25,B,6,8,0.105726872246696,0.1226698971315098,8.0,0.5
22,6,Jodie Sweetin,Keo Motsepe,rank,0.3333333333333333,B,4,6,0.1101321585903083,0.1122559107548399,5.0,0.25
22,6,Kim Fields,Sasha Farber,rank,0.16666666666666666,A,6,5,0.105726872246696,0.0751736988604869,7.0,0.125
22,6,Nyle DiMarco,Peta Murgatroyd,rank,0.5,A,4,2,0.1101321585903083,0.126187195691917,2.0,0.625
22,6,Paige VanZant,Mark Ballas,rank,0.5,B,2,4,0.1233480176211453,0.1537760213535956,2.0,0.875
22,6,Von Miller,Witney Carson,rank,0.5,A,6,3,0.105726872246696,0.1201631888796607,4.0,0.375
22,6,Wanya Morris,Lindsay Arnold,rank,0.0,B,1,1,0.1277533039647577,0.1498452359786405,1.0,1.0
22,7,Antonio Brown,Sharna Burgess,rank,0.2857142857142857,B,5,7,0.1214953271028037,0.1575339864143461,7.0,0.5714285714285714
22,7,Ginger Zee,Valentin Chmerkovskiy,rank,0.0,B,2,2,0.1285046728971962,0.1932994817425329,2.0,0.8571428571428572
22,7,Jodie Sweetin,Keo Motsepe,rank,0.0,B,8,8,0.1191588785046729,0.0952977657582794,8.0,0.2857142857142857
22,7,Kim Fields,Sasha Farber,rank,0.0,B,5,5,0.1214953271028037,0.0,5.0,0.0
22,7,Nyle DiMarco,Peta Murgatroyd,rank,0.75,B,1,4,0.1308411214953271,0.1477947838580633,3.0,0.4285714285714286
22,7,Paige VanZant,Mark Ballas,rank,0.3333333333333333,B,2,3,0.1285046728971962,0.2088194186640066,3.0,1.0
22,7,Von Miller,Witney Carson,rank,0.16666666666666666,B,5,6,0.1214953271028037,0.0095569982228743,6.0,0.1428571428571429
22,7,Wanya Morris,Lindsay Arnold,rank,0.5,A,2,1,0.1285046728971962,0.1876975653398972,1.0,0.7142857142857143
22,8,Antonio Brown,Sharna Burgess,rank,0.0,B,5,5,0.1597633136094674,0.2221521351207971,5.0,0.6
22,8,Ginger Zee,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.1775147928994082,0.4295730964538461,1.0,1.0
22,8,Jodie Sweetin,Keo Motsepe,rank,0.5,B,1,2,0.1775147928994082,0.021963040054524,2.0,0.19999999999999996
22,8,Nyle DiMarco,Peta Murgatroyd,rank,0.0,B,3,3,0.1715976331360946,0.2529209375587056,3.0,0.8
22,8,Paige VanZant,Mark Ballas,rank,0.0,B,4,4,0.165680473372781,0.0733907908121269,4.0,0.4
22,8,Wanya Morris,Lindsay Arnold,rank,0.0,B,6,6,0.1479289940828402,0.0,6.0,0.0
22,9,Antonio Brown,Sharna Burgess,rank,0.0,B,5,5,0.1916376306620209,0.0,5.0,0.0
22,9,Ginger Zee,Valentin Chmerkovskiy,rank,0.25,A,4,3,0.1951219512195122,0.2661482299736104,3.0,0.75
22,9,Nyle DiMarco,Peta Murgatroyd,rank,0.25,B,3,4,0.1986062717770035,0.1617185963417313,3.0,0.25
22,9,Paige VanZant,Mark Ballas,rank,0.0,B,2,2,0.205574912891986,0.414970533065513,2.0,1.0
22,9,Wanya Morris,Lindsay Arnold,rank,0.0,B,1,1,0.2090592334494773,0.1571626406191451,1.0,0.5
23,2,Amber Rose,Maksim Chmerkoskiy,rank,0.16666666666666666,B,10,12,0.0681818181818181,0.0627147247553652,12.0,0.16666666666666663
23,2,Babyface,Allison Holker,rank,0.3333333333333333,A,3,2,0.0852272727272727,0.0970435723296508,2.0,0.8333333333333334
23,2,Calvin Johnson Jr.,Lindsay Arnold,rank,0.3333333333333333,A,6,4,0.0795454545454545,0.0897618765964969,5.0,0.5833333333333333
23,2,Jake T. Austin,Jenna Johnson,rank,0.1,A,10,9,0.0681818181818181,0.0,9.0,0.0
23,2,James Hinchcliffe,Sharna Burgess,rank,0.25,A,4,3,0.0823863636363636,0.098480817638506,4.0,0.75
23,2,Jana Kramer,Gleb Savchenko,rank,0.3333333333333333,B,4,6,0.0823863636363636,0.0928532264574439,5.0,0.6666666666666667
23,2,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.8,B,1,5,0.0909090909090909,0.1161407550254161,3.0,1.0
23,2,Marilu Henner,Derek Hough,rank,0.125,B,7,8,0.0767045454545454,0.0884494027633329,7.0,0.5
23,2,Maureen McCormick,Artem Chigvintsev,rank,0.2727272727272727,B,8,11,0.0738636363636363,0.0687508647497562,9.0,0.33333333333333337
23,2,Rick Perry,Emma Slater,rank,0.0,B,13,13,0.0625,0.0369669196956535,13.0,0.08333333333333337
23,2,Ryan Lochte,Cheryl Burke,rank,0.0,B,10,10,0.0681818181818181,0.0769109554320856,11.0,0.41666666666666663
23,2,Terra Jole,Sasha Farber,rank,0.5,A,2,1,0.0880681818181818,0.1047997006349309,1.0,0.9166666666666666
23,2,Vanilla Ice,Witney Carson,rank,0.125,A,8,7,0.0738636363636363,0.0671271839213614,7.0,0.25
23,3,Amber Rose,Maksim Chmerkoskiy,rank,0.1111111111111111,B,8,9,0.0769230769230769,0.0814703982091519,9.0,0.2727272727272727
23,3,Babyface,Allison Holker,rank,0.375,A,8,5,0.0769230769230769,0.0803667450080498,6.0,0.18181818181818177
23,3,Calvin Johnson Jr.,Lindsay Arnold,rank,0.0,B,1,1,0.0984615384615384,0.1140255156996731,1.0,1.0
23,3,James Hinchcliffe,Sharna Burgess,rank,0.25,A,4,3,0.0892307692307692,0.1007729823306422,2.0,0.7272727272727273
23,3,Jana Kramer,Gleb Savchenko,rank,0.3,B,7,10,0.08,0.0813502785447058,9.0,0.36363636363636365
23,3,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.7142857142857143,B,2,7,0.0953846153846153,0.1131038494979687,5.0,0.9090909090909091
23,3,Marilu Henner,Derek Hough,rank,0.6,A,5,2,0.0861538461538461,0.0980861785857814,2.0,0.6363636363636364
23,3,Maureen McCormick,Artem Chigvintsev,rank,0.375,B,5,8,0.0861538461538461,0.0866611890321489,6.0,0.5454545454545454
23,3,Rick Perry,Emma Slater,rank,0.0,B,11,11,0.0707692307692307,0.0,11.0,0.0
23,3,Ryan Lochte,Cheryl Burke,rank,0.25,A,8,6,0.0769230769230769,0.0866557472692488,8.0,0.4545454545454546
23,3,Terra Jole,Sasha Farber,rank,0.25,B,3,4,0.0923076923076923,0.1023628398474549,2.0,0.8181818181818181
23,3,Vanilla Ice,Witney Carson,rank,0.08333333333333333,B,11,12,0.0707692307692307,0.0551442759751742,12.0,0.09090909090909094
23,4,Amber Rose,Maksim Chmerkoskiy,rank,0.0,B,4,4,0.0919540229885057,0.1109830144092248,4.0,0.7
23,4,Babyface,Allison Holker,rank,0.09090909090909091,A,11,10,0.0689655172413793,0.0,11.0,0.0
23,4,Calvin Johnson Jr.,Lindsay Arnold,rank,0.0,B,6,6,0.0881226053639846,0.1056142072753841,6.0,0.5
23,4,James Hinchcliffe,Sharna Burgess,rank,0.5,A,2,1,0.10727969348659,0.1244014873249286,1.0,0.9
23,4,Jana Kramer,Gleb Savchenko,rank,0.14285714285714285,B,6,7,0.0881226053639846,0.0969876011590977,7.0,0.4
23,4,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.5,B,1,2,0.1149425287356321,0.1341025786113824,1.0,1.0
23,4,Marilu Henner,Derek Hough,rank,0.1,A,10,9,0.0804597701149425,0.0911328078576368,9.0,0.19999999999999996
23,4,Maureen McCormick,Artem Chigvintsev,rank,0.2,B,4,5,0.0919540229885057,0.1029692777380523,5.0,0.6
23,4,Ryan Lochte,Cheryl Burke,rank,0.18181818181818182,B,9,11,0.0842911877394636,0.0919905178729456,10.0,0.30000000000000004
23,4,Terra Jole,Sasha Farber,rank,0.0,B,3,3,0.0957854406130268,0.1160002277931214,3.0,0.8
23,4,Vanilla Ice,Witney Carson,rank,0.25,B,6,8,0.0881226053639846,0.0258182799582259,8.0,0.09999999999999998
23,6,Amber Rose,Maksim Chmerkoskiy,rank,0.2222222222222222,A,9,7,0.0918032786885245,0.0,8.0,0.0
23,6,Calvin Johnson Jr.,Lindsay Arnold,rank,0.3333333333333333,A,3,2,0.121311475409836,0.144621880879339,2.0,0.625
23,6,James Hinchcliffe,Sharna Burgess,rank,0.5,A,2,1,0.1245901639344262,0.150783328976108,1.0,0.875
23,6,Jana Kramer,Gleb Savchenko,rank,0.75,B,1,4,0.1311475409836065,0.1515577790637025,2.0,1.0
23,6,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.0,B,3,3,0.121311475409836,0.1486520659333679,4.0,0.75
23,6,Marilu Henner,Derek Hough,rank,0.0,B,5,5,0.1114754098360655,0.130770967460974,5.0,0.5
23,6,Maureen McCormick,Artem Chigvintsev,rank,0.25,B,6,8,0.101639344262295,0.1028739309600671,7.0,0.25
23,6,Ryan Lochte,Cheryl Burke,rank,0.14285714285714285,A,7,6,0.0983606557377049,0.1099331930732156,6.0,0.375
23,6,Terra Jole,Sasha Farber,rank,0.2222222222222222,B,7,9,0.0983606557377049,0.0608068536532257,8.0,0.125
23,7,Calvin Johnson Jr.,Lindsay Arnold,rank,0.0,B,1,1,0.1343012704174228,0.1804241269733877,1.0,1.0
23,7,James Hinchcliffe,Sharna Burgess,rank,0.5,B,1,2,0.1343012704174228,0.1757023930658038,2.0,0.8571428571428572
23,7,Jana Kramer,Gleb Savchenko,rank,0.4,B,3,5,0.1252268602540834,0.1441423988167894,4.0,0.4285714285714286
23,7,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.5,B,3,6,0.1252268602540834,0.1622298794283052,5.0,0.7142857142857143
23,7,Marilu Henner,Derek Hough,rank,0.125,A,8,7,0.1161524500907441,0.0961990720027879,8.0,0.1428571428571429
23,7,Maureen McCormick,Artem Chigvintsev,rank,0.25,B,6,8,0.1197822141560798,0.0,7.0,0.0
23,7,Ryan Lochte,Cheryl Burke,rank,0.3333333333333333,A,6,4,0.1197822141560798,0.0941646174568592,6.0,0.2857142857142857
23,7,Terra Jole,Sasha Farber,rank,0.0,B,3,3,0.1252268602540834,0.1471375122560665,3.0,0.5714285714285714
23,8,Calvin Johnson Jr.,Lindsay Arnold,rank,0.3333333333333333,A,3,2,0.1492538798546068,0.1917453685559275,2.0,0.6666666666666667
23,8,James Hinchcliffe,Sharna Burgess,rank,0.0,B,1,1,0.1741285314711756,0.2126251663871308,1.0,1.0
23,8,Jana Kramer,Gleb Savchenko,rank,0.25,B,3,4,0.1492538798546068,0.1645261263612029,4.0,0.5
23,8,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.3333333333333333,B,2,3,0.1641792678400675,0.2196257265604438,2.0,0.8333333333333334
23,8,Marilu Henner,Derek Hough,rank,0.0,B,7,7,0.1144279745551985,0.1417239283693275,7.0,0.33333333333333337
23,8,Ryan Lochte,Cheryl Burke,rank,0.0,B,5,5,0.1293533625406592,0.0,5.0,0.0
23,8,Terra Jole,Sasha Farber,rank,0.0,B,6,6,0.1194031038836854,0.0697536837659673,6.0,0.16666666666666663
23,9,Calvin Johnson Jr.,Lindsay Arnold,rank,0.75,A,4,1,0.1629955947136563,0.1760525102165516,2.0,0.4
23,9,James Hinchcliffe,Sharna Burgess,rank,0.16666666666666666,B,5,6,0.158590308370044,0.1447036011065627,6.0,0.19999999999999996
23,9,Jana Kramer,Gleb Savchenko,rank,0.75,B,1,4,0.1762114537444934,0.2351164643594211,2.0,0.8
23,9,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.6666666666666666,B,1,3,0.1762114537444934,0.2579696905219575,1.0,1.0
23,9,Marilu Henner,Derek Hough,rank,0.0,B,5,5,0.158590308370044,0.0,5.0,0.0
23,9,Terra Jole,Sasha Farber,rank,0.3333333333333333,A,3,2,0.1674008810572687,0.1861577337955069,2.0,0.6
23,10,Calvin Johnson Jr.,Lindsay Arnold,rank,0.4,A,5,3,0.1911262798634812,0.1776975258880401,4.0,0.5
23,10,James Hinchcliffe,Sharna Burgess,rank,0.3333333333333333,A,3,2,0.2013651877133105,0.2623007844290685,2.0,0.75
23,10,Jana Kramer,Gleb Savchenko,rank,0.2,B,4,5,0.1979522184300341,0.0675784961960547,5.0,0.25
23,10,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.75,B,1,4,0.204778156996587,0.4924231934868366,2.0,1.0
23,10,Terra Jole,Sasha Farber,rank,0.0,B,1,1,0.204778156996587,0.0,1.0,0.0
23,11,Calvin Johnson Jr.,Lindsay Arnold,rank,0.0,B,3,3,0.2519161626669803,0.2972135984048774,3.0,0.33333333333333337
23,11,James Hinchcliffe,Sharna Burgess,rank,0.0,B,2,2,0.2562975590489603,0.3181862380949575,2.0,0.6666666666666667
23,11,Jana Kramer,Gleb Savchenko,rank,0.0,B,4,4,0.2332976924558098,0.0,4.0,0.0
23,11,Laurie Hernandez,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.2584885858282496,0.3846001635001649,1.0,1.0
24,2,Bonner Bolton,Sharna Burgess,rank,0.0,B,5,5,0.0853658536585365,0.0964002780829116,5.0,0.6363636363636364
24,2,Charo,Keo Motsepe,rank,0.18181818181818182,B,9,11,0.0762195121951219,0.0708150071208339,10.0,0.18181818181818177
24,2,Chris Kattan,Witney Carson,rank,0.09090909090909091,A,11,10,0.0670731707317073,0.0,11.0,0.0
24,2,David Ross,Lindsay Arnold,rank,0.125,A,8,7,0.0823170731707317,0.0863745358525607,8.0,0.4545454545454546
24,2,Erika Jayne,Gleb Savchenko,rank,0.375,B,5,8,0.0853658536585365,0.0816687755185121,7.0,0.36363636363636365
24,2,Heather Morris,Maksim Chmerkoskiy,rank,0.3333333333333333,A,3,2,0.0914634146341463,0.1075525663263048,3.0,0.8181818181818181
24,2,Mr. T,Kym Herjavec,rank,0.08333333333333333,B,11,12,0.0670731707317073,0.0507600835150036,12.0,0.09090909090909094
24,2,Nancy Kerrigan,Artem Chigvintsev,rank,0.16666666666666666,B,5,6,0.0853658536585365,0.0909305346532166,6.0,0.5454545454545454
24,2,Nick Viall,Peta Murgatroyd,rank,0.0,B,9,9,0.0762195121951219,0.0792870965853597,9.0,0.2727272727272727
24,2,Normani,Valentin Chmerkovskiy,rank,0.0,B,1,1,0.0975609756097561,0.1210658670216225,1.0,1.0
24,2,Rashad Jennings,Emma Slater,rank,0.6666666666666666,B,1,3,0.0975609756097561,0.1126794023344272,2.0,0.9090909090909091
24,2,Simone Biles,Sasha Farber,rank,0.0,B,4,4,0.0884146341463414,0.1024658529892467,4.0,0.7272727272727273
24,3,Bonner Bolton,Sharna Burgess,rank,0.1111111111111111,A,9,8,0.0761904761904762,0.0882018239482035,8.0,0.19999999999999996
24,3,Charo,Keo Motsepe,rank,0.1,B,9,10,0.0761904761904762,0.0,11.0,0.0
24,3,David Ross,Lindsay Arnold,rank,0.0,B,5,5,0.0984126984126984,0.103660189113363,5.0,0.6
