season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,weekly_mean_judge,weekly_std_judge,judge_pct,judge_share,judge_zscore,rank_pct,popularity_deviation,judge_rank_interaction,judge_popularity_interaction,rank_popularity_interaction,cumulative_weeks,relative_cumulative_weeks,week_total_judge_change,week_total_judge_trend,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,weekly_judge_share_rank,weekly_judge_share_rank_pct,composite_attractiveness
10,8,Niecy Nash,Louis van Amstel,11,7.0,0.0909090909090909,Actor/Actress,California,United States,40,35-44,Eliminated Week 8,5,21.5,10,5,126.5,25.3,3.271085446759225,0.7288135593220338,0.1699604743083003,-1.161693896979912,0.1999999999999999,-0.5288135593220339,0.1457627118644067,-0.385406492387245,-0.1057627118644067,8,0.8,-3.0,23.0,0.0,5,1.0,5,1.0,0.3358764050938544
10,1,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,21.0,10,11,209.0,19.0,3.3763886032268258,0.84,0.1004784688995215,0.5923488777590925,0.8181818181818181,-0.0218181818181818,0.6872727272727271,-0.0183272727272727,-0.0178512396694215,1,0.1,0.0,21.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.4722318367940048
10,2,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,22.0,10,11,220.0,20.0,4.47213595499958,0.7857142857142857,0.1,0.4472135954999579,0.7272727272727273,-0.0584415584415584,0.5714285714285714,-0.0459183673469387,-0.0425029515938606,2,0.2,1.0,21.5,0.0,4,0.3636363636363636,4,0.3636363636363636,0.46381983186199466
10,3,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,21.0,10,10,203.0,20.3,3.802046232695699,0.8076923076923077,0.1034482758620689,0.184111385595564,0.7,-0.1076923076923077,0.5653846153846154,-0.0869822485207101,-0.0753846153846154,3,0.3,-1.0,21.5,0.0,4,0.4,4,0.4,0.44316945592521156
10,4,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,23.5,10,9,185.5,20.61111111111111,3.663824656163435,0.903846153846154,0.1266846361185983,0.7884899415230154,0.7777777777777778,-0.126068376068376,0.702991452991453,-0.1139464168310322,-0.0980531813865147,4,0.4,2.5,22.25,0.0,3,0.3333333333333333,3,0.3333333333333333,0.4931654199084879
10,5,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,21.0,10,8,173.0,21.625,4.718883039751795,0.7241379310344828,0.1213872832369942,-0.13244659694572,0.5,-0.2241379310344827,0.3620689655172414,-0.1623067776456599,-0.1120689655172413,5,0.5,-2.5,22.25,0.0,5,0.625,5,0.625,0.4154511054228123
10,6,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,29.9998,10,7,208.9993,29.857042857142854,4.140413483722426,0.8333300925835906,0.1435401936752898,0.0344789580601977,0.5714285714285714,-0.2619015211550192,0.4761886243334803,-0.2182504188718953,-0.1496580120885824,6,0.6,8.9998,25.4999,0.0,4,0.5714285714285714,4,0.5714285714285714,0.5024219416001481
10,7,Pamela Anderson,Damian Whitewood,1,6.0,0.0,Model,Unknown,Canada,42,35-44,Eliminated Week 7,6,25.5,10,6,155.5,25.916666666666668,0.970395108533976,0.9444444444444444,0.1639871382636656,-0.429378366607955,0.5,-0.4444444444444444,0.4722222222222222,-0.419753086419753,-0.2222222222222222,7,0.7,-4.4998000000000005,27.7499,0.0,4,0.6666666666666666,4,0.6666666666666666,0.3928531839001159
10,1,Shannen Doherty,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,Tennessee,United States,38,35-44,Eliminated Week 2,11,18.0,10,11,209.0,19.0,3.3763886032268258,0.72,0.0861244019138756,-0.2961744388795462,0.5454545454545454,-0.1745454545454545,0.3927272727272727,-0.1256727272727272,-0.0952066115702479,1,0.1,0.0,18.0,0.0,6,0.5454545454545454,6,0.5454545454545454,0.35071887330360524
10,2,Shannen Doherty,Mark Ballas,21,5.190476190476191,0.4761904761904761,Actor/Actress,Tennessee,United States,38,35-44,Eliminated Week 2,11,20.0,10,11,220.0,20.0,4.47213595499958,0.7142857142857143,0.0909090909090909,0.0,0.5454545454545454,-0.1688311688311689,0.3896103896103896,-0.1205936920222635,-0.0920897284533648,2,0.2,2.0,19.0,0.0,6,0.5454545454545454,6,0.5454545454545454,0.3913426108631932
11,1,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,19.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.7916666666666666,0.0837004405286343,0.0247289059665936,0.6666666666666667,-0.1249999999999998,0.5277777777777778,-0.0989583333333332,-0.0833333333333332,1,0.1,0.0,19.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.32761594474380035
11,2,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,23.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9583333333333334,0.1040723981900452,0.8815059066904356,0.9090909090909092,-0.0492424242424243,0.8712121212121212,-0.0471906565656566,-0.0447658402203857,2,0.2,4.0,21.0,0.0,2,0.1818181818181818,2,0.1818181818181818,0.46830103646325927
11,3,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,26.0,10,10,221.0,22.1,2.64365067451978,1.0,0.1176470588235294,1.475232729342516,1.0,0.0,1.0,0.0,0.0,3,0.3,3.0,24.5,0.0,1,0.1,1,0.1,0.5503547796565291
11,4,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,23.0,10,9,179.0,19.88888888888889,4.421381131627436,0.8214285714285714,0.1284916201117318,0.7036514198824481,0.7777777777777778,-0.0436507936507936,0.6388888888888888,-0.0358560090702947,-0.0339506172839505,4,0.4,-3.0,24.5,0.0,3,0.3333333333333333,3,0.3333333333333333,0.4794281518354601
11,5,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,23.0,10,8,182.0,22.75,2.91547594742265,0.8518518518518519,0.1263736263736263,0.0857492925712544,0.5,-0.3518518518518518,0.4259259259259259,-0.2997256515775034,-0.1759259259259259,5,0.5,0.0,23.0,0.0,5,0.625,5,0.625,0.33378541487958363
11,6,Audrina Patridge,Tony Dovolani,21,7.666666666666667,0.1428571428571428,TV Personality,California,United States,25,25-34,Eliminated Week 6,7,31.9998,10,7,206.9993,29.571328571428573,4.237021079215241,0.8888858024605625,0.1545889285615941,0.5731553804356376,0.8571428571428572,-0.0317429453177052,0.7619021163947679,-0.0282158534211902,-0.0272082388437473,6,0.6,8.9998,27.4999,0.0,2,0.2857142857142857,2,0.2857142857142857,0.6033373891863609
11,1,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.5165009824095019
11,2,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,-2.0,22.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.3781022036808141
11,3,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,3.0,22.5,0.0,2,0.2,2,0.2,0.5402608343908906
11,4,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,24.0,10,9,179.0,19.88888888888889,4.421381131627436,0.8571428571428571,0.1340782122905028,0.9298250905589494,0.8888888888888888,0.0317460317460317,0.7619047619047619,0.0272108843537414,0.0282186948853615,4,0.4,0.0,24.0,0.0,2,0.2222222222222222,2,0.2222222222222222,0.5905735454163047
11,5,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,27.0,10,8,182.0,22.75,2.91547594742265,1.0,0.1483516483516483,1.4577379737113252,1.0,0.0,1.0,0.0,0.0,5,0.5,3.0,25.5,0.0,1,0.125,1,0.125,0.6395760290390888
11,6,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,35.9999,10,7,206.9993,29.571328571428573,4.237021079215241,1.0,0.1739131484985698,1.5172384815612223,1.0,0.0,1.0,0.0,0.0,6,0.6,8.999899999999997,31.49995,0.0,1,0.1428571428571428,1,0.1428571428571428,0.7430351698901637
11,7,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,36.5,10,6,208.5,34.75,1.6046806535881215,1.0,0.1750599520383693,1.0905596674870726,1.0,0.0,1.0,0.0,0.0,7,0.7,0.5001000000000033,36.24995,0.0,1,0.1666666666666666,1,0.1666666666666666,0.7433871857126916
11,8,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,28.5,10,5,132.5,26.5,2.52487623459052,1.0,0.2150943396226415,0.7921180343813395,1.0,0.0,1.0,0.0,0.0,8,0.8,-8.0,32.5,0.0,1,0.2,1,0.2,0.7024859852464865
11,9,Brandy,Maksim Chmerkoskiy,17,6.0,0.2941176470588235,Singer/Rapper,Mississippi,United States,31,25-34,Eliminated Week 9,4,28.5,10,4,114.0,28.5,1.4719601443879748,0.95,0.25,0.0,0.5,-0.4499999999999999,0.475,-0.4274999999999999,-0.2249999999999999,9,0.9,0.0,28.5,0.0,3,0.75,3,0.75,0.47113414139526405
11,1,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.3207942977759416
11,2,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,4.0,20.0,0.0,3,0.2727272727272727,3,0.2727272727272727,0.49030988518165675
11,3,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,19.0,10,10,221.0,22.1,2.64365067451978,0.7307692307692307,0.085972850678733,-1.1726208874261037,0.1999999999999999,-0.5307692307692308,0.1461538461538461,-0.387869822485207,-0.1061538461538461,3,0.3,-3.0,20.5,0.0,9,0.9,9,0.9,0.25220252782809194
11,4,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,16.0,10,9,179.0,19.88888888888889,4.421381131627436,0.5714285714285714,0.0893854748603352,-0.8795642748530603,0.2222222222222222,-0.3492063492063492,0.1269841269841269,-0.1995464852607709,-0.0776014109347442,4,0.4,-3.0,17.5,0.0,8,0.8888888888888888,8,0.8888888888888888,0.30327810098655655
11,5,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,18.0,10,8,182.0,22.75,2.91547594742265,0.6666666666666666,0.0989010989010989,-1.6292365588538342,0.125,-0.5416666666666666,0.0833333333333333,-0.361111111111111,-0.0677083333333333,5,0.5,2.0,17.0,0.0,8,1.0,8,1.0,0.27126068895436456
11,6,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,27.9998,10,7,206.9993,29.571328571428573,4.237021079215241,0.7777743827066187,0.1352651917180396,-0.3709041192024569,0.2857142857142857,-0.492060096992333,0.222221252201891,-0.3827117381927707,-0.1405885991406665,6,0.6,9.9998,22.9999,0.0,6,0.8571428571428571,6,0.8571428571428571,0.42197646133553135
11,7,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,32.5,10,6,208.5,34.75,1.6046806535881215,0.8904109589041096,0.1558752997601918,-1.4021481439119503,0.1666666666666666,-0.723744292237443,0.1484018264840182,-0.6444298492525177,-0.1206240487062404,7,0.7,4.5002,30.2499,0.0,6,1.0,6,1.0,0.39616178527145524
11,8,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,23.5,10,5,132.5,26.5,2.52487623459052,0.8245614035087719,0.1773584905660377,-1.1881770515720091,0.1999999999999999,-0.624561403508772,0.1649122807017543,-0.5149892274546015,-0.1249122807017543,8,0.8,-9.0,28.0,0.0,5,1.0,5,1.0,0.38349835573948254
11,9,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,26.5,10,4,114.0,28.5,1.4719601443879748,0.8833333333333333,0.2324561403508772,-1.3587324409735146,0.25,-0.6333333333333333,0.2208333333333333,-0.5594444444444444,-0.1583333333333333,9,0.9,3.0,25.0,0.0,4,1.0,4,1.0,0.4044468076298061
11,10,Bristol Palin,Mark Ballas,21,5.190476190476191,0.4761904761904761,TV Personality,Alaska,United States,19,<25,3rd Place,3,25.666600000000003,10,3,82.9998,27.6666,2.185853508357775,0.8555533333333334,0.3092368897274452,-0.9149743989488986,0.3333333333333333,-0.52222,0.2851844444444445,-0.4467870617333334,-0.1740733333333333,10,1.0,-0.8333999999999975,26.0833,0.0,3,1.0,3,1.0,0.46798958527917145
11,1,David Hasselhoff,Kym Johnson,14,6.285714285714286,0.2857142857142857,Actor/Actress,Maryland,United States,58,55-64,Eliminated Week 1,12,15.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.625,0.066079295154185,-1.162258580429918,0.25,-0.375,0.15625,-0.234375,-0.09375,1,0.1,0.0,15.0,0.0,10,0.8333333333333334,10,0.8333333333333334,0.19060646428055547
11,1,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,18.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.75,0.079295154185022,-0.2720179656325342,0.5,-0.25,0.375,-0.1875,-0.125,1,0.1,0.0,18.0,0.0,7,0.5833333333333334,7,0.5833333333333334,0.2713456682800743
11,2,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,19.0,10,11,221.0,20.09090909090909,3.300137738172315,0.7916666666666666,0.085972850678733,-0.3305647150089129,0.3636363636363636,-0.428030303030303,0.2878787878787879,-0.3388573232323232,-0.1556473829201101,2,0.2,1.0,18.5,0.0,8,0.7272727272727273,8,0.7272727272727273,0.23227299344082056
11,3,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,20.0,10,10,221.0,22.1,2.64365067451978,0.7692307692307693,0.090497737556561,-0.7943560850305864,0.4,-0.3692307692307692,0.3076923076923077,-0.2840236686390532,-0.1476923076923077,3,0.3,1.0,19.5,0.0,7,0.7,7,0.7,0.2665394465787389
11,4,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,17.5,10,9,179.0,19.88888888888889,4.421381131627436,0.625,0.0977653631284916,-0.5403037688383086,0.4444444444444444,-0.1805555555555555,0.2777777777777778,-0.1128472222222222,-0.0802469135802469,4,0.4,-2.5,18.75,0.0,6,0.6666666666666666,6,0.6666666666666666,0.33643607470291015
11,5,Florence Henderson,Corky Ballas,2,7.5,0.0,Actor/Actress,Indiana,United States,76,65+,Eliminated Week 5,8,21.0,10,8,182.0,22.75,2.91547594742265,0.7777777777777778,0.1153846153846153,-0.600245047998781,0.375,-0.4027777777777778,0.2916666666666667,-0.3132716049382716,-0.1510416666666666,5,0.5,3.5,19.25,0.0,6,0.75,6,0.75,0.30334170569855556
11,1,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,12,227.0,18.916666666666668,3.3698754585385795,1.0,0.105726872246696,1.508463263962233,1.0,0.0,1.0,0.0,0.0,1,0.1,0.0,24.0,0.0,1,0.0833333333333333,1,0.0833333333333333,0.6287185859665665
11,2,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,11,221.0,20.09090909090909,3.300137738172315,1.0,0.1085972850678733,1.1845235621152728,1.0,0.0,1.0,0.0,0.0,2,0.2,0.0,24.0,0.0,1,0.0909090909090909,1,0.0909090909090909,0.6396449189605531
11,3,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,24.0,10,10,221.0,22.1,2.64365067451978,0.9230769230769232,0.1085972850678733,0.7187031245514819,0.9,-0.0230769230769231,0.8307692307692308,-0.021301775147929,-0.0207692307692307,3,0.3,0.0,24.0,0.0,2,0.2,2,0.2,0.6048530795116526
11,4,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,28.0,10,9,179.0,19.88888888888889,4.421381131627436,1.0,0.1564245810055866,1.834519773264954,1.0,0.0,1.0,0.0,0.0,4,0.4,4.0,26.0,0.0,1,0.1111111111111111,1,0.1111111111111111,0.711235650933713
11,5,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,25.0,10,8,182.0,22.75,2.91547594742265,0.925925925925926,0.1373626373626373,0.7717436331412898,0.875,-0.0509259259259259,0.8101851851851852,-0.047153635116598,-0.0445601851851851,5,0.5,-3.0,26.5,0.0,2,0.25,2,0.25,0.6332693261393695
11,6,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,29.0,10,7,206.9993,29.571328571428573,4.237021079215241,0.8055577932160923,0.1400970921157704,-0.1348420413179515,0.4285714285714286,-0.3769863646446637,0.3452390542354682,-0.3036843039757124,-0.161565584847713,6,0.6,4.0,27.0,0.0,5,0.7142857142857143,5,0.7142857142857143,0.5161798030690384
11,7,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,36.5,10,6,208.5,34.75,1.6046806535881215,1.0,0.1750599520383693,1.0905596674870726,1.0,0.0,1.0,0.0,0.0,7,0.7,7.5,32.75,0.0,1,0.1666666666666666,1,0.1666666666666666,0.7971016988588797
11,8,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,28.5,10,5,132.5,26.5,2.52487623459052,1.0,0.2150943396226415,0.7921180343813395,1.0,0.0,1.0,0.0,0.0,8,0.8,-8.0,32.5,0.0,1,0.2,1,0.2,0.7638148781413542
11,9,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,30.0,10,4,114.0,28.5,1.4719601443879748,1.0,0.2631578947368421,1.0190493307301358,1.0,0.0,1.0,0.0,0.0,9,0.9,1.5,29.25,0.0,1,0.25,1,0.25,0.7751818005597685
11,10,Jennifer Grey,Derek Hough,17,2.9411764705882355,0.5294117647058824,Actor/Actress,New York,United States,50,45-54,1st Place,1,30.0,10,3,82.9998,27.6666,2.185853508357775,1.0,0.3614466540883231,1.0675006312536823,1.0,0.0,1.0,0.0,0.0,10,1.0,0.0,30.0,0.0,1,0.3333333333333333,1,0.3333333333333333,0.808663317554433
11,1,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,19.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.7916666666666666,0.0837004405286343,0.0247289059665936,0.6666666666666667,-0.1249999999999998,0.5277777777777778,-0.0989583333333332,-0.0833333333333332,1,0.1,0.0,19.0,0.0,5,0.4166666666666667,5,0.4166666666666667,0.3492087257795687
11,2,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,21.0,10,11,221.0,20.09090909090909,3.300137738172315,0.875,0.0950226244343891,0.2754705958407613,0.6363636363636364,-0.2386363636363636,0.5568181818181818,-0.2088068181818181,-0.1518595041322314,2,0.2,2.0,20.0,0.0,5,0.4545454545454545,5,0.4545454545454545,0.3446238025003817
11,3,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,2.0,22.0,0.0,5,0.5,5,0.5,0.3518522080797067
11,4,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,17.0,10,9,179.0,19.88888888888889,4.421381131627436,0.6071428571428571,0.0949720670391061,-0.6533906041765591,0.3333333333333333,-0.2738095238095237,0.2023809523809523,-0.1662414965986394,-0.0912698412698412,4,0.4,-6.0,20.0,0.0,7,0.7777777777777778,7,0.7777777777777778,0.29387341353322405
11,5,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,24.0,10,8,182.0,22.75,2.91547594742265,0.8888888888888888,0.1318681318681318,0.4287464628562721,0.75,-0.1388888888888888,0.6666666666666666,-0.1234567901234567,-0.1041666666666666,5,0.5,7.0,20.5,0.0,3,0.375,3,0.375,0.4632333227771195
11,6,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,21.9999,10,7,206.9993,29.571328571428573,4.237021079215241,0.6111100308611969,0.1062800695461289,-1.786969767172108,0.1428571428571429,-0.4682528880040539,0.087301432980171,-0.286154036839002,-0.0668932697148648,6,0.6,-2.0001,22.99995,0.0,7,1.0,7,1.0,0.31675323794288346
11,7,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,35.0,10,6,208.5,34.75,1.6046806535881215,0.958904109589041,0.1678657074340527,0.1557942382124389,0.6666666666666667,-0.2922374429223743,0.6392694063926941,-0.2802276849940575,-0.1948249619482495,7,0.7,13.0001,28.49995,0.0,3,0.5,3,0.5,0.5152174463132926
11,8,Kurt Warner,Anna Trebunskaya,11,8.181818181818182,0.1818181818181818,Athlete,Iowa,United States,39,35-44,Eliminated Week 8,5,24.0,10,5,132.5,26.5,2.52487623459052,0.8421052631578947,0.1811320754716981,-0.9901475429766744,0.4,-0.4421052631578946,0.3368421052631579,-0.3722991689750691,-0.1768421052631578,8,0.8,-11.0,29.5,0.0,4,0.8,4,0.8,0.38930555812680784
11,1,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,12,227.0,18.916666666666668,3.3698754585385795,0.9583333333333334,0.1013215859030837,1.2117163923631051,0.9166666666666666,-0.0416666666666667,0.8784722222222222,-0.0399305555555556,-0.0381944444444445,1,0.1,0.0,23.0,0.0,2,0.1666666666666666,2,0.1666666666666666,0.5497554277746923
11,2,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,22.0,10,11,221.0,20.09090909090909,3.300137738172315,0.9166666666666666,0.0995475113122171,0.5784882512655984,0.8181818181818181,-0.0984848484848485,0.7499999999999999,-0.0902777777777777,-0.0805785123966942,2,0.2,-1.0,22.5,0.0,3,0.2727272727272727,3,0.2727272727272727,0.505730044146415
11,3,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,23.0,10,10,221.0,22.1,2.64365067451978,0.8846153846153846,0.1040723981900452,0.3404383221559648,0.6,-0.2846153846153846,0.5307692307692308,-0.2517751479289941,-0.1707692307692307,3,0.3,1.0,22.5,0.0,5,0.5,5,0.5,0.41532170239943517
11,4,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,20.0,10,9,179.0,19.88888888888889,4.421381131627436,0.7142857142857143,0.1117318435754189,0.0251304078529444,0.6666666666666667,-0.0476190476190475,0.4761904761904763,-0.0340136054421768,-0.0317460317460317,4,0.4,-3.0,21.5,0.0,4,0.4444444444444444,4,0.4444444444444444,0.5026874056711612
11,5,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,20.0,10,8,182.0,22.75,2.91547594742265,0.7407407407407407,0.1098901098901098,-0.9432422182837988,0.25,-0.4907407407407407,0.1851851851851851,-0.3635116598079561,-0.1226851851851851,5,0.5,0.0,20.0,0.0,7,0.875,7,0.875,0.32418035387979294
11,6,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,29.9999,10,7,206.9993,29.571328571428573,4.237021079215241,0.8333328703690843,0.1449275432332379,0.1011492321040803,0.5714285714285714,-0.2619042989405129,0.4761902116394767,-0.2182534611981003,-0.1496595993945788,6,0.6,9.999899999999997,24.99995,0.0,4,0.5714285714285714,4,0.5714285714285714,0.5404962365665803
11,7,Kyle Massey,Lacey Schwimmer,6,6.166666666666667,0.3333333333333333,Actor/Actress,Georgia,United States,19,<25,2nd Place,2,33.5,10,6,208.5,34.75,1.6046806535881215,0.9178082191780822,0.1606714628297362,-0.7789711910621947,0.3333333333333333,-0.5844748858447488,0.3059360730593607,-0.5364358541314818,-0.1948249619482496,7,0.7,3.5001000000000038,31.74995,0.0,5,0.8333333333333334,5,0.8333333333333334,0.45556105235059585
